"legislator_id","period","coord1D","coord2D"
"74",1,0.145078659057617,0.694713532924652
"132",1,0.201454102993011,-0.736759603023529
"137",1,-0.626158714294434,-0.333330988883972
"140",1,-0.46345579624176,0.626551032066345
"150",1,-0.807080864906311,0.362701267004013
"151",1,0.877256035804749,0.697318732738495
"155",1,0.433275163173676,-0.940427422523499
"158",1,-0.632367610931396,0.495623111724854
"159",1,0.648280620574951,0.269233137369156
"161",1,0.498357981443405,-1.03295600414276
"164",1,0.244234517216682,-0.788624107837677
"165",1,0.917851328849792,0.037184827029705
"166",1,0.636070966720581,-0.308392941951752
"169",1,-0.607121050357819,0.394887149333954
"170",1,-0.397370874881744,-0.580314815044403
"172",1,0.908273816108704,-1.30067121982574
"173",1,-0.633054971694946,0.718512415885925
"175",1,0.759766280651093,0.927812218666077
"176",1,-1.04530775547028,0.35876801609993
"177",1,-0.593830645084381,0.497442901134491
"178",1,0.571182250976562,-0.943098783493042
"179",1,0.816239297389984,1.20606589317322
"181",1,-0.448519945144653,-0.188354954123497
"185",1,-0.616039752960205,-0.429855316877365
"187",1,0.604473888874054,0.475242227315903
"190",1,-0.327006578445435,-0.502923846244812
"193",1,-0.919560968875885,0.382327884435654
"195",1,-0.979104518890381,0.984212338924408
"202",1,-0.439962357282639,0.0117079876363277
"205",1,-0.662259042263031,0.201557919383049
"206",1,0.502261698246002,0.552895784378052
"208",1,0.606555223464966,0.816117644309998
"209",1,0.559847414493561,0.310585200786591
"211",1,-0.311897754669189,0.207840517163277
"213",1,-0.57187807559967,-0.637219548225403
"220",1,-0.424415051937103,-0.308004170656204
"221",1,-0.582048714160919,1.35525178909302
"222",1,-0.695599496364594,-0.438004672527313
"224",1,-0.760639786720276,-0.745527386665344
"226",1,-0.508423030376434,-0.234679937362671
"234",1,0.885634243488312,0.675923526287079
"239",1,-0.363052517175674,0.20812314748764
"242",1,0.4042729139328,-0.937466025352478
"660",1,-0.197043612599373,-0.208110868930817
"800",1,-0.728896141052246,0.186091691255569
"801",1,0.402231693267822,-0.588105022907257
"802",1,-0.713898003101349,0.353720605373383
"803",1,-0.664165139198303,0.846209406852722
"804",1,-0.782240211963654,-0.0360510498285294
"805",1,0.696656703948975,0.485530495643616
"806",1,0.593361973762512,-0.851692080497742
"807",1,0.810404717922211,0.587697446346283
"808",1,-0.467252254486084,-0.318738996982574
"809",1,1.11940312385559,0.824038684368134
"810",1,-0.509797692298889,0.384846925735474
"811",1,0.824647903442383,-1.01106262207031
"812",1,0.793448150157928,0.432795524597168
"813",1,0.248505532741547,-0.700351119041443
"814",1,0.494050025939941,-0.996296882629395
"815",1,0.570306658744812,-1.23184978961945
"816",1,-0.583128571510315,-0.448739618062973
"817",1,-0.89317661523819,0.41127946972847
"818",1,0.535021722316742,-0.743900001049042
"819",1,-0.628191351890564,0.286910176277161
"820",1,0.489370554685593,-0.61093407869339
"821",1,0.66033923625946,0.378451347351074
"822",1,0.842970073223114,0.257164061069489
"823",1,0.685548186302185,0.544575810432434
"824",1,-0.801155686378479,0.521641075611115
"825",1,0.939569473266602,-1.12519097328186
"826",1,1.06869387626648,0.0740207135677338
"827",1,-0.745820283889771,0.347254812717438
"828",1,0.499666005373001,0.385414987802505
"829",1,-0.37712499499321,0.803207159042358
"830",1,0.715792596340179,0.39522185921669
"831",1,0.939209342002869,1.06041371822357
"832",1,-0.805086731910706,0.108549930155277
"833",1,-0.513648390769958,0.603384137153625
"834",1,0.557654619216919,-0.192270755767822
"835",1,-0.214981928467751,-0.455311298370361
"836",1,-0.733156800270081,0.168052926659584
"837",1,-0.553462028503418,0.527834713459015
"838",1,1.0283408164978,0.14680303633213
"839",1,-0.654694497585297,0.171285226941109
"840",1,0.905692160129547,0.595273435115814
"841",1,-0.323787689208984,0.148268163204193
"842",1,0.40997052192688,-0.724859893321991
"843",1,0.524985313415527,-0.988942682743073
"844",1,0.79046493768692,0.610964417457581
"845",1,-0.589569330215454,0.181848376989365
"846",1,0.227330505847931,0.64069390296936
"847",1,-0.522238492965698,0.285684466362
"848",1,-0.629698157310486,0.520928204059601
"849",1,-0.73945689201355,0.396959543228149
"850",1,0.883344233036041,-0.843824326992035
"851",1,0.402995377779007,-0.224755167961121
"852",1,-0.834779977798462,0.641460955142975
"853",1,0.402300536632538,-1.09934258460999
"854",1,-0.666097640991211,0.216771960258484
"855",1,-0.57247531414032,0.565079212188721
"856",1,-0.544914960861206,0.858485639095306
"857",1,0.880447149276733,0.758019328117371
"858",1,-0.435687124729156,0.184109583497047
"859",1,-0.645429134368896,0.434933394193649
"860",1,-0.422631114721298,0.0955049395561218
"861",1,0.766967952251434,0.084032341837883
"862",1,-0.459562450647354,0.0339555740356445
"863",1,0.68927264213562,-1.00011956691742
"864",1,0.58484822511673,0.495034635066986
"865",1,0.803331851959229,-1.25661969184875
