coord1D,coord2D,legislator_id
0.2911413401120957,-0.7671510968940831,132
-0.6803224910245822,0.7204057041225869,137
-0.736725020043811,0.774764996177444,140
-0.87173248260546,0.5508845636806906,150
0.6214867939174837,-0.6896779497708381,155
-0.9357407852674582,0.4788720746563639,158
0.6539561735138437,0.6613407537498569,159
0.1468517533986134,-0.6343175681581898,161
0.7463015956786546,-0.5412004215283966,164
0.7310270180937403,0.6044661733227116,165
0.1978172862753932,-0.8983835254736,166
-0.7621544753797279,0.0225319083950969,169
0.6584750592439002,-0.6571886984979602,172
0.927537142050394,0.3980309298241161,175
-0.6730875321618889,-0.3474063792901772,176
-0.812451830967378,0.1037751802136014,177
-0.8457434353010698,0.6413480442670221,178
0.7431967575835455,0.0331788152303335,179
-0.6012165868729124,0.5425471926012261,181
-0.4894048359964964,-0.4776887480226222,185
0.7923741665374271,0.6162785140814521,187
-0.246911827426549,0.3277612127518617,190
-0.8607908334541484,-0.1005852522811006,193
-0.9796435220317428,0.1805721843890105,195
-0.8066534306462417,0.2878331823313942,205
0.6528672887271368,0.7567452164592193,208
0.7031146408824075,-0.0382001620050702,209
-0.7118694264286971,-0.2670365068433074,213
-0.6969633700212261,0.4848912123664298,220
-0.741361347816617,0.1709938461415546,221
-0.6157304485085788,-0.3374430181327744,222
-0.3808610217849405,-0.1206497590088453,224
-0.4566569775112588,-0.3037298005049827,226
0.7310214734641125,0.7050089545011321,234
-0.59316943688611,0.2664427921655617,239
0.3614247421930851,-0.6522595145348997,242
-0.9429867553024096,0.4345929393517188,800
-0.9394210749416028,-0.0246053224885247,802
-0.822572157307983,0.4985129885382513,804
0.655943129796039,0.1924059357196826,805
0.3616857331968213,-0.8256665264222207,806
0.7515752444857621,0.3642129178858625,807
-0.3954549646627401,-0.3243311857895755,808
-0.5347054080974012,-0.0104695414635115,810
0.4684596581368063,0.9503841278801368,811
0.7647764696713278,0.385961410627981,812
0.1936627468637074,-0.71284729883155,813
0.4476165917355752,-0.8064001079423058,814
-0.4653686867600755,-0.2666678202921314,816
-0.7286292903315627,0.1124129902801011,817
0.279830345992931,-0.4904306952944819,818
-0.8365278634776563,0.3552424550673071,819
0.5315610507314144,0.911956948812336,821
0.4141000511929134,0.3059444298213977,822
0.851368126939964,0.5687249737820892,823
0.624469280928831,-0.6871757361817673,825
-0.5218106578937864,-0.7871747999800842,826
0.7514172804803998,0.3245904399824462,828
0.7524324958494647,0.2635032650495476,830
-0.813841783342653,0.1651379437632423,832
-0.0527066673825237,0.1796406278819405,834
-0.6178436446095813,-0.282046206937151,837
0.8114300326351411,0.2798448225720144,840
0.4959272852314693,-0.7791191311340021,842
0.2623292485202418,-0.6480574014304656,843
0.7409539476856604,0.7007010920802731,844
-0.7922253504943504,0.6458067903675927,848
-0.9539140258400772,0.4345184375487994,849
0.7523031307452401,0.521451076657006,850
-0.6764585343732202,0.0479999081093043,854
-0.6740705555525937,-0.0898295889971913,855
0.7805164321684882,0.6399704884586854,857
-0.7218035354105151,0.0946562295436317,859
-0.3634438548156244,-0.0853612789987551,862
0.1504273005303002,-0.6995165906273548,863
0.8108682748181291,0.3751488925493169,864
0.8022608400935013,0.3128286911779,865
-0.8011204114055386,0.5130151771721734,866
0.178288488981138,-0.9025325524967284,868
-0.6846372125783611,0.0408386283418319,870
0.7492077241762876,0.1650567802651531,871
-0.2421133996304594,-0.6037139789885201,872
-0.8439232982497896,0.4887014662512913,873
0.7301524430315264,0.7008499453158995,875
-0.7151933681827155,0.5080777027331423,877
-0.4844199365719696,-0.093343942606508,878
-0.5258929692458478,-0.2082696827109088,879
0.069540870969917,-0.7640663318779818,881
-0.7573324271021644,0.0211632090404553,882
0.8904337678741411,0.491853918872942,884
-0.682098491588373,0.4364826618540837,885
-0.8762614220069197,0.5937974207529654,886
0.7898976397410027,0.477110377385739,887
-0.8459365353840508,0.0401027723996355,888
0.6231433672584639,0.2329769792141532,889
-0.9143319954339226,0.5245750083346788,890
-0.9624178870321978,0.4114077143995155,892
-0.711972314812929,-0.40904565016513,894
0.7443118127441362,0.6472552241200432,895
-0.6240144731723489,-0.4011736496524859,897
-0.7628813476398187,0.410073553942973,899
-0.5932270928900215,-0.1107280686402778,902
-0.8627949331849225,0.5770007717987556,903
-0.6650870317844088,-0.1454859598336534,904
0.6937630660545228,0.7599352982085813,906
0.7387649346358444,0.6984890144548634,907
0.6989698318236405,0.7642206246585567,908
-0.8440102678360775,0.3971144189779816,910
0.6468212661636905,-0.6677758688048416,912
-0.4407166550696306,-0.3023251651281851,914
-0.786026476114081,-0.1690738530222692,916
0.7663444760246253,0.2663724587419653,917
-0.3407240019826973,0.0739180917438608,918
-0.0743154880961421,-0.9190120692553156,921
0.4667886156983927,-0.7752161364750374,962
