rollcall_id,midpoint1D,midpoint2D,spread1D,spread2D
0,0.096393987554003,0.985077621306462,-0.491585873936222,1.108199766804908
1,-0.203208497856159,0.396954216645142,-1.009475537644088,1.980183070581040
2,-0.038689131016370,0.920351961628087,-0.551915048068460,1.033827641547990
3,-0.562355537724981,-0.679701328074211,-1.302133603693949,0.021771069553750
4,0.122615782459235,-0.146450030081049,0.131017553684842,-0.223365699971631
5,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
6,-0.032367065085276,-0.205651317909726,0.682008027440427,0.374793772211527
7,0.030270487613718,0.084472627959116,-0.671744120570956,-1.226032209307685
8,-0.126982398010037,-0.135033877916131,-0.627272883890985,-0.640675693622439
9,-0.038125895120767,0.237179083307037,-0.320446968338905,-0.240518378489983
10,-0.463224054544893,-0.322393383814791,-0.908438549521758,0.194967607672349
11,-0.198705394558823,-0.139878648059144,-0.650096151662363,-0.546585054288087
12,-0.145296088401972,-0.159701202565285,-0.656590907549038,0.521816439116194
13,-0.320344282519853,-0.106689903091826,-0.959228732025401,-0.707679281135473
14,0.108256833207329,0.643112216884277,-0.132433682999885,0.142158250493579
15,0.026861266200016,0.254069806636732,-0.257807137320329,0.270525318898918
16,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
17,-0.495757889802028,0.252935479997039,1.001218157132758,0.725013249462079
18,-0.350585323195606,0.245343306842036,0.749031728347235,0.843668283075147
19,-0.393193133930530,0.569353859121699,-1.406181718303878,-0.542226672575356
20,-0.343971396184651,0.938980126843365,0.964269317167636,0.335916833912678
21,0.206562521671407,-0.227894964080702,0.680555615670307,0.432578535147572
22,0.336551503414595,-0.681788735108557,1.479051571744011,0.074060829234853
23,-0.337438998110519,-0.038727859186489,0.672025723979565,0.478613967953235
24,0.291980531334811,-0.956424262198237,-1.329257336885390,-0.100129093875628
25,-0.451524711685801,0.536815979318478,0.718519409850451,0.825910429267588
26,-0.076659814941269,-0.997057306664552,0.232611350677834,-0.001087834577074
27,-0.282743437803505,-0.319365263022978,0.714484733837122,-0.021608944360667
28,-0.288742439304670,0.545831190615152,-0.235773094618620,-0.204841436299577
29,0.007670281405180,-0.999970582958902,0.018527235239595,0.290123212135549
30,-0.519230110265819,0.188508508743975,-0.735714425317174,-0.534253501785746
31,-0.617748683752167,-0.133787953329110,-0.726179660784713,-0.506224335696706
32,0.007379757396599,0.999972769219626,-0.424244107018052,0.002887249474790
33,0.719281605058845,0.694718628384162,1.188142519368302,-1.095498647355075
34,-0.837753799865678,0.489624863390007,-0.142423316228690,0.135496272988245
35,0.036594576778298,-0.139066668750258,0.122011336616420,0.192107107103663
36,-0.261663116941025,0.965159268324512,0.746690269109592,-0.273799140993169
37,-0.225237636947601,-0.243282044633805,0.714139382850966,0.044343988437508
38,-0.339546595941161,-0.055478416987845,0.629007471039607,0.715683344367931
39,0.424807702985842,0.651623567696716,0.777738214566343,-0.217284970073317
40,0.040317717114892,0.999186910285880,0.319034149734696,-0.078952349146471
41,-0.178866213551401,0.175048030846506,0.732198979353176,0.095129069183548
42,0.144843667774266,-0.817247152432134,1.300185506204688,0.480809171538958
43,-0.307754003852485,-0.124256544225149,1.222797925618313,1.595865005561540
44,0.066052935701653,-0.092270877794822,0.715704234909114,-0.050206028794266
45,0.098392363612877,0.133386287372284,0.584927058510326,-2.218167883695889
46,0.108575492979698,0.086197029951510,0.202578791588999,0.129981670274498
47,-0.007045307120844,-0.999975181515808,0.363243216820815,0.209382895660038
48,-0.178866213551401,0.175048030846506,0.732198979353176,0.095129069183548
49,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
50,0.855502469494805,0.146024808754833,1.150296654949683,-0.995926888265354
51,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
52,0.010242459052634,-0.999947544640495,0.257208003736801,-0.010200310914252
53,0.179356217112097,-0.983784197567352,0.184876128425052,-0.080187066269176
54,-0.750184941907339,0.498275732922126,-1.396414773275229,-0.215811810958217
55,0.290396713876985,0.911748087317245,0.800340910133806,0.280600194316178
56,0.039537517549348,0.297228876001217,0.239329086471421,0.158274359631646
57,-0.078096166641047,-0.996945830402020,0.457590195292420,0.181238387038975
58,-0.198485865297308,-0.141597323138818,-0.649719794458966,-0.547302360294541
59,-0.198810193837192,-0.140179671311756,-0.649968166893934,-0.546813812164131
60,-0.198810193837192,-0.140179671311756,-0.649968166893934,-0.546813812164131
61,-0.038801744950319,0.799488801029107,-0.136400164594658,1.394406742751716
62,-0.198685534917136,-0.139950217868746,-0.650119448524263,-0.546575259941253
63,-0.198685534917136,-0.139950217868746,-0.650119448524263,-0.546575259941253
64,-0.565918255995059,0.824461355996453,-0.921849426483914,-0.605234390432830
65,-0.742338787722860,0.396595442239375,-0.869117460179446,-0.264820146579055
66,-0.508243020901783,0.519765193058611,0.923948092743797,0.821263696138031
67,-0.722887129619293,0.690966133635201,1.175194242303877,-1.566357522751093
68,-0.317797407300904,-0.699093810480580,0.269170385283867,0.165717272217519
69,0.066053128681985,-0.092276730440989,-0.715706740411312,0.050204671887494
70,0.997849953714530,-0.065539834237742,1.533078292756276,-0.416627802746703
71,0.614669479430878,0.788784781202182,0.411025518791188,0.056927408825450
72,-0.528094650233546,0.634239550405217,-0.973831567328220,-0.905973704383727
73,0.068985770067629,0.349407614613421,0.688498899967849,-1.408224400529833
74,-0.026102038801711,0.999659283741413,0.860868009532345,-0.502619242894868
75,0.349120539206331,0.363150515182349,0.247681861652609,-0.254850218882121
76,0.233006818917973,0.128075496091948,0.145525942330318,-0.352309273577148
77,-0.028099762337936,0.075691159223049,0.259356432221424,-0.189983919745037
78,-0.309482452987100,-0.151344031929563,0.433843513412367,-1.320942649326017
79,0.097947193045059,-0.297215998047627,0.830353444353765,-1.508687540328628
80,-0.029576068426347,-0.133490600087291,0.222307109147099,0.084800311632980
81,0.219429324667910,0.487167299447765,0.707296789248668,0.463875085550624
82,0.178993732849280,-0.983850214006523,0.854962450004314,-0.441529042715523
83,-0.574471281421236,0.211090046783211,1.312458881934112,1.398584816038371
84,0.098698837156550,-0.789213038747118,1.677462583785165,0.189636785177017
85,0.021162947918969,0.135394546846487,0.659630279016622,-1.899546101006458
86,0.368660075866838,0.723381615507685,1.112500333624032,-1.466966191803034
87,0.260014478734205,0.390190156884485,0.161374900549600,-0.111486195604013
88,0.222692694463479,-0.974888693047876,1.258122770690776,-0.289646203406405
89,0.249164459458343,0.968461187731770,0.264418360702924,-0.296636939537028
90,-0.085768499016898,-0.126734427477698,0.669502393440333,-0.457243135013447
91,0.356095229791026,-0.575445078903117,1.060927610932626,-0.526303269577513
92,0.490657576464016,0.724518935779959,-0.913185955003886,0.169004711923171
93,-0.033680247797482,0.999432659516538,0.277904306435789,-0.005276059116824
94,0.647367297917285,0.663091024500634,-0.276865833975648,0.255013161444930
95,0.223012243216863,0.340771749545352,-0.552546152006247,1.374022705354409
96,-0.433670219154106,-0.266238407858266,-0.291818697885144,-0.144020268089976
97,-0.508412928936181,-0.844110636917943,-0.804680754955112,-0.371889789261342
98,0.086798299152864,0.996225905738337,-0.724056130111266,1.357883202712993
99,-0.900454048121397,-0.434951154983856,-0.978599256155013,-1.726801341081270
100,0.041885572779316,0.857199801797696,-0.442106892516038,1.127710515635423
101,-0.109105077586026,-0.629183303727181,-0.233145843595355,-0.257191294402051
102,-0.201345970243118,0.979520188800036,-0.254030225642838,0.065716967226799
103,0.104470308316457,0.315511043697338,-0.251273170129118,0.253286736806541
104,-0.042603338288629,0.338545060971145,-0.357528285650507,1.223486637345396
105,-0.093423199703906,0.694127308696251,-0.457143781139396,1.103831114105212
106,0.067583327651267,-0.839332221718885,-0.336417823595183,-0.480525395406732
107,-0.698696972272536,-0.162040158212655,-0.744943032573514,-0.218437786561146
108,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
109,0.407756351676210,-0.913090771866470,1.270393510354306,-0.051979649165676
110,-0.294370354614657,0.288349451432743,-0.527909218432598,-1.042857290812317
111,0.066053301126667,-0.092278242694582,-0.715705281734854,0.050205028712740
112,0.472350295500277,-0.881410913445483,1.118103171946184,0.105235784313207
113,0.128743549746800,0.044329265364765,-0.586574680166915,-0.788568053281549
114,-0.651846856788072,-0.625688325460490,-0.798614377987359,-0.042473395529625
115,-0.126579369035380,0.991956482581068,-0.665679406733912,-0.461407671289839
116,0.726742256378249,0.686910250902003,0.361208147837658,0.408342665065001
117,0.148483874274809,0.357764411664598,1.000881802600553,0.689504536475579
118,0.286099512262756,-0.958199910813507,1.026190080676711,0.099027883651787
119,0.019734781694523,-0.999805250231999,1.335572154342675,0.232687198410867
120,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
121,0.571123998025539,0.820863800443894,0.310734843107804,0.359959636603956
122,0.263001318430721,-0.211655368073708,1.270937400057016,1.111068240841626
