replicate,replicate_seed,stage,status,elapsed_seconds,return_code,message
22,8161987811851625314,fit,skipped_existing,0.00043272972106933594,0.0,
23,15236669834255143531,fit,skipped_existing,0.00043964385986328125,0.0,
24,2438384819291194908,fit,skipped_existing,0.0005183219909667969,0.0,
25,1492263040923006483,fit,skipped_existing,0.0004127025604248047,0.0,
26,2499574249591034469,fit,skipped_existing,0.000408172607421875,0.0,
27,7599151430882623097,fit,skipped_existing,0.0004341602325439453,0.0,
28,16870106967012567896,fit,skipped_existing,0.000530242919921875,0.0,
29,14870925744096526812,fit,skipped_existing,0.0004127025604248047,0.0,
30,13510965257731304776,fit,skipped_existing,0.0004744529724121094,0.0,
31,440870814228641706,fit,skipped_existing,0.0004360675811767578,0.0,
32,10739811074733795445,fit,skipped_existing,0.0004329681396484375,0.0,
33,4238052057063104576,fit,skipped_existing,0.0004508495330810547,0.0,
34,16575928752600035429,fit,skipped_existing,0.0004448890686035156,0.0,
35,13090663585829540646,fit,skipped_existing,0.0004379749298095703,0.0,
36,15211004025677250941,fit,skipped_existing,0.000438690185546875,0.0,
37,7075186196118831870,fit,skipped_existing,0.00046372413635253906,0.0,
38,1316847447995044081,fit,skipped_existing,0.00044846534729003906,0.0,
39,16749110590356346781,fit,skipped_existing,0.00048065185546875,0.0,
40,9358471036524734142,fit,skipped_existing,0.0004565715789794922,0.0,
41,17470278654638036948,fit,skipped_existing,0.0004532337188720703,0.0,
42,7035007710946180081,fit,skipped_existing,0.00046324729919433594,0.0,
43,2709764011344159886,fit,skipped_existing,0.0004639625549316406,0.0,
44,17797687591865742107,fit,skipped_existing,0.0005559921264648438,0.0,
45,17038077866275664993,fit,skipped_existing,0.00037789344787597656,0.0,
46,14322251721142501310,fit,skipped_existing,0.00044083595275878906,0.0,
47,5457272941185571848,fit,skipped_existing,0.0004856586456298828,0.0,
48,9962610923040565009,fit,skipped_existing,0.0004849433898925781,0.0,
49,18420666881112786203,fit,skipped_existing,0.0004799365997314453,0.0,
50,8034867408030101232,fit,skipped_existing,0.0003056526184082031,0.0,
51,13846279827742453983,fit,skipped_existing,0.00040650367736816406,0.0,
52,17110084101650211406,fit,skipped_existing,0.0003676414489746094,0.0,
53,6985236974097866609,fit,succeeded,373.1277151107788,0.0,
54,8895789436167310611,fit,succeeded,369.8391661643982,0.0,
55,9863919712658092065,fit,succeeded,370.0142242908478,0.0,
56,7200021210598256399,fit,succeeded,370.6617181301117,0.0,
57,32181680532891159,fit,succeeded,379.1967022418976,0.0,
58,3031733007305670791,fit,succeeded,381.7369680404663,0.0,
59,3514996109393686482,fit,succeeded,379.84267020225525,0.0,
60,16555467709419975504,fit,succeeded,375.09423303604126,0.0,
61,14178912864679583062,fit,succeeded,402.3410348892212,0.0,
62,2146261645933178135,fit,succeeded,405.1843478679657,0.0,
63,1762313914888772427,fit,succeeded,402.62293243408203,0.0,
64,11786938633286080001,fit,succeeded,401.98331356048584,0.0,
65,9390900755782515434,fit,succeeded,385.7881143093109,0.0,
66,379054185883440459,fit,succeeded,380.40251088142395,0.0,
67,16086793062258542005,fit,succeeded,380.8785252571106,0.0,
68,16921319492448667207,fit,succeeded,383.1929762363434,0.0,
69,5939641743489347304,fit,succeeded,381.8040645122528,0.0,
70,11483725660428305794,fit,succeeded,384.84511399269104,0.0,
71,2706480348844148329,fit,succeeded,386.72323656082153,0.0,
72,13584768651189203300,fit,succeeded,383.9480707645416,0.0,
73,4422748198609479999,fit,succeeded,437.7150549888611,0.0,
74,2831544886096147589,fit,succeeded,432.1520776748657,0.0,
75,7608055494520979905,fit,succeeded,432.1479346752167,0.0,
76,9887843403982717271,fit,succeeded,434.5308482646942,0.0,
77,5649512177877841137,fit,succeeded,446.14542412757874,0.0,
78,11751478622582883117,fit,succeeded,446.1710126399994,0.0,
79,932880500813067575,fit,succeeded,442.89610981941223,0.0,
80,13363901273935563218,fit,succeeded,448.02306365966797,0.0,
81,2409406758521414819,fit,succeeded,415.5530734062195,0.0,
82,16646567539492061057,fit,succeeded,421.62596917152405,0.0,
83,14186382987862666504,fit,succeeded,416.79326128959656,0.0,
84,11342056230404312229,fit,succeeded,416.2123682498932,0.0,
85,10225092817195870124,fit,succeeded,449.8101842403412,0.0,
86,8275639869984630872,fit,succeeded,446.5360255241394,0.0,
87,11213607629925976305,fit,succeeded,452.20466923713684,0.0,
88,1745189380275397436,fit,succeeded,448.8031039237976,0.0,
89,1603026549705915966,fit,succeeded,468.63087248802185,0.0,
90,9228359029848268401,fit,succeeded,464.57889461517334,0.0,
91,11878635450347502403,fit,succeeded,468.8851041793823,0.0,
92,9708978292537429146,fit,succeeded,463.48689818382263,0.0,
93,284451751377900821,fit,succeeded,469.1680464744568,0.0,
94,11755643827292491151,fit,succeeded,463.3493208885193,0.0,
95,8351283048079084807,fit,succeeded,465.3315029144287,0.0,
96,11029438932536330655,fit,succeeded,467.53509759902954,0.0,
97,6647951396194663925,fit,succeeded,479.53802967071533,0.0,
98,9091389633337122503,fit,succeeded,478.5243260860443,0.0,
99,5791362322529485499,fit,succeeded,479.1653928756714,0.0,
100,9036664091783392831,fit,succeeded,484.01494550704956,0.0,
101,1019119601822256600,fit,succeeded,478.35796332359314,0.0,
102,15436853739725542355,fit,succeeded,483.1839208602905,0.0,
103,12796375089469022220,fit,succeeded,487.1160018444061,0.0,
104,2086216243415043318,fit,succeeded,484.54327869415283,0.0,
105,15896228490595603528,fit,succeeded,485.4672644138336,0.0,
106,10284331370997819568,fit,succeeded,489.60495376586914,0.0,
107,10295488783000455200,fit,succeeded,485.7695393562317,0.0,
108,15187019047318382937,fit,succeeded,488.6339199542999,0.0,
109,5103017650369564088,fit,succeeded,492.867960691452,0.0,
110,10309961303928913764,fit,succeeded,494.20798897743225,0.0,
111,4133144786194223409,fit,succeeded,493.5092794895172,0.0,
112,6100477100195915382,fit,succeeded,486.2089831829071,0.0,
113,5076573019173965104,fit,succeeded,462.4253349304199,0.0,
114,7980307938268571831,fit,succeeded,462.439733505249,0.0,
115,13917215533217769595,fit,succeeded,458.60873198509216,0.0,
116,15686130100863110580,fit,succeeded,462.4735450744629,0.0,
117,16415675410190890102,fit,succeeded,474.7877538204193,0.0,
118,7509180030564223905,fit,succeeded,477.2852475643158,0.0,
119,3679405142405877681,fit,succeeded,479.8649034500122,0.0,
120,10316414776317223339,fit,succeeded,477.0758559703827,0.0,
121,14651320582271973649,fit,succeeded,488.0119330883026,0.0,
122,770344941471476911,fit,succeeded,485.18793749809265,0.0,
123,4623249794395771727,fit,succeeded,484.08064007759094,0.0,
124,13713913737872321035,fit,succeeded,481.7852122783661,0.0,
125,5421522008067905088,fit,succeeded,487.61740946769714,0.0,
126,14003975328582610861,fit,succeeded,485.69125270843506,0.0,
127,3563820221628765272,fit,succeeded,487.4895918369293,0.0,
128,3408053634985520163,fit,succeeded,487.2567889690399,0.0,
129,10495479517419673024,fit,succeeded,434.2110216617584,0.0,
130,15947380980497182366,fit,succeeded,426.27824807167053,0.0,
131,15125821953565488284,fit,succeeded,428.33121705055237,0.0,
132,11467596932847772320,fit,succeeded,424.48503732681274,0.0,
133,7102170576986311841,fit,succeeded,382.7724006175995,0.0,
134,15687791883368253350,fit,succeeded,382.9541280269623,0.0,
135,1057005757036593309,fit,succeeded,385.1919095516205,0.0,
136,9902972394092592341,fit,succeeded,389.1233603954315,0.0,
137,13694955469909424616,fit,succeeded,401.9534122943878,0.0,
138,10181602508366095611,fit,succeeded,395.14313077926636,0.0,
139,12360153285270443039,fit,succeeded,394.49208331108093,0.0,
140,442747799374140563,fit,succeeded,397.5867564678192,0.0,
141,16125526663912119752,fit,succeeded,392.0049183368683,0.0,
142,9164472973801369137,fit,succeeded,386.37600684165955,0.0,
143,6185564224272183622,fit,succeeded,382.6144754886627,0.0,
144,11389284760445367774,fit,succeeded,385.1237826347351,0.0,
145,12324506851223858254,fit,succeeded,389.6647455692291,0.0,
146,1630989629596977032,fit,succeeded,378.72402024269104,0.0,
147,2341189279600920625,fit,succeeded,389.74233055114746,0.0,
148,7893931371176123081,fit,succeeded,380.32449674606323,0.0,
149,8557438638039256582,fit,succeeded,379.3336110115051,0.0,
150,15231383364011387431,fit,succeeded,379.5103693008423,0.0,
151,11922845131586513451,fit,succeeded,376.2092750072479,0.0,
152,14642242277103891740,fit,succeeded,382.0491986274719,0.0,
153,18087500399423860128,fit,succeeded,403.3793478012085,0.0,
154,8510536669598339377,fit,succeeded,397.6885769367218,0.0,
155,9790775619561844462,fit,succeeded,398.5853807926178,0.0,
156,17979535289202048880,fit,succeeded,395.00257301330566,0.0,
157,16408344425298703827,fit,succeeded,402.0292046070099,0.0,
158,17811951553739962192,fit,succeeded,407.45510601997375,0.0,
159,2713786725421602922,fit,succeeded,403.91612100601196,0.0,
160,6247273904146881171,fit,succeeded,411.32510566711426,0.0,
161,8082594390078121717,fit,succeeded,390.78153681755066,0.0,
162,12344360235131062475,fit,succeeded,388.1389524936676,0.0,
163,13143643167454010579,fit,succeeded,390.2109053134918,0.0,
164,15361454625315821194,fit,succeeded,395.4704575538635,0.0,
165,7097698324542923661,fit,succeeded,382.1366174221039,0.0,
166,15246781066633978620,fit,succeeded,387.7865114212036,0.0,
167,15296869966687657087,fit,succeeded,383.9576823711395,0.0,
168,6804838712305812784,fit,succeeded,385.01406741142273,0.0,
169,17663355059309994298,fit,succeeded,379.76592445373535,0.0,
170,9927374105936141882,fit,succeeded,380.0763101577759,0.0,
171,11392500228525167309,fit,succeeded,382.52601194381714,0.0,
172,17264095740024999344,fit,succeeded,380.4691698551178,0.0,
173,1487883791071992257,fit,succeeded,394.223605632782,0.0,
174,7163058880153603132,fit,succeeded,395.81908655166626,0.0,
175,9495816860147796563,fit,succeeded,390.2612409591675,0.0,
176,6534950304910276493,fit,succeeded,394.04370188713074,0.0,
177,11066055892695458336,fit,succeeded,394.92114543914795,0.0,
178,5792939501700843227,fit,succeeded,391.2692835330963,0.0,
179,17894195744953044722,fit,succeeded,395.20921897888184,0.0,
180,5706384876701875224,fit,succeeded,394.95066237449646,0.0,
181,1156983363416225014,fit,succeeded,399.8629493713379,0.0,
182,15107855359994880262,fit,succeeded,403.0264685153961,0.0,
183,965302367787885153,fit,succeeded,399.3554799556732,0.0,
184,3669114685383662839,fit,succeeded,396.8533253669739,0.0,
185,575973910006944551,fit,succeeded,385.8922920227051,0.0,
186,4686678286041042705,fit,succeeded,386.64458990097046,0.0,
187,5109103123803636404,fit,succeeded,384.6196632385254,0.0,
188,17656972971811011781,fit,succeeded,384.45491909980774,0.0,
189,6359492336577465570,fit,succeeded,391.1157810688019,0.0,
190,4382635162498154871,fit,succeeded,389.68587040901184,0.0,
191,2361203840787845746,fit,succeeded,388.88294100761414,0.0,
192,8986136941104029537,fit,succeeded,389.8201689720154,0.0,
193,8510614849699529638,fit,succeeded,393.3766083717346,0.0,
194,14723172007813426341,fit,succeeded,388.8363664150238,0.0,
195,9743450452694463622,fit,succeeded,388.44277691841125,0.0,
196,16183534647830570215,fit,succeeded,386.45535159111023,0.0,
197,201932140770326197,fit,succeeded,392.15892696380615,0.0,
198,12803418106122084957,fit,succeeded,394.1976709365845,0.0,
199,2848468842772911557,fit,succeeded,394.67028307914734,0.0,
200,11256996840089863338,fit,succeeded,391.39933490753174,0.0,
