legislator_id,period,coord1D,coord2D,effective_model
1366,1,-0.68379374260444448,-0.72967535080678658,0
4812,1,-0.83262114398930531,-0.45953167664492439,0
10808,1,-0.96071607671955883,0.27753309700390510,0
14009,1,0.22408005960769126,-1.14878631191363034,1
14101,1,-0.83277911258097481,-0.55360540969976457,0
14203,1,-0.69168473527343977,-0.48077938012177773,0
14213,1,-0.83157580326752767,-0.37252098749498141,0
14226,1,0.44249159840149899,0.33045799929274272,1
14230,1,-0.90747312299603200,-0.03565051750644855,0
14307,1,-0.88434552430782276,0.08423151899453149,1
14400,1,-0.87676453951787825,-0.46465484722365175,0
14440,1,-0.85055185769457897,-0.23933792557929859,0
14503,1,0.40940308513424223,-0.01912182162430236,1
14506,1,0.18736285100871758,-0.25543066299787925,0
14651,1,-0.66955755755787805,0.06630006728192574,1
14661,1,-0.08412365792508279,0.24331924661990026,0
14709,1,-0.84840636168713524,-0.24136546263484998,0
14812,1,-0.70799009292517179,0.02152413704793888,0
14826,1,0.26558156183833997,-0.39054492378626066,0
14852,1,0.46956976787274129,-0.59846557518552146,1
14858,1,-0.84254289489754763,-0.10812409883510471,1
14871,1,-0.83427877754080937,0.34378446501219428,1
14910,1,-0.05901110761912159,-0.25566855952477630,0
14912,1,-0.78775491156537891,-0.26165487261685960,0
14914,1,-0.88610311781723028,-0.19175418958445795,0
14920,1,-0.80359445213410508,-0.23746562019083484,0
14921,1,0.46601650605388578,-0.34074380342700772,1
14922,1,-0.80664152051934568,-0.28672960434848066,0
15011,1,-0.86875954681087053,0.11909868692075154,0
15015,1,-0.72793602535622348,-0.22057721036407907,1
15021,1,-0.89653863279968049,0.00529925607579761,1
15039,1,0.50396748947627912,0.55543308012181636,1
15054,1,-0.86177359512747831,-0.42509087086752345,0
15406,1,0.71929528260220643,-0.01796970001835722,0
15408,1,-0.87128744334495489,-0.10542392953703136,1
15424,1,0.57685651596181309,-0.05053101130902888,1
15425,1,-0.77613540409270454,-0.36144076411899889,0
15429,1,0.50346204034025188,0.17304883221693285,0
15501,1,0.15938475137827934,-0.98721654211631005,0
15502,1,-0.70377686715478238,-0.11797374326759738,0
15703,1,-0.69646326388496171,-0.00548680678770980,0
15704,1,-0.63700793644727149,-0.40573058866765721,0
20115,1,0.39759870857187812,0.91755940785432244,0
20735,1,-0.85161457127305262,-0.15018273549620789,1
29142,1,-0.89214834630616413,-0.24571711035443375,1
29147,1,-0.90546458042130573,0.09249542191049842,1
29305,1,-0.45834668303983783,-0.20787508345425029,0
29345,1,0.50418146532760122,-0.04195270239992170,1
29373,1,-0.82572782910337483,-0.08062421127407256,1
29389,1,-0.87152214904087832,0.08392559025905595,1
29512,1,0.43924686399490803,0.19739548386463301,0
29523,1,0.45133060831349642,-0.47490568257863625,0
29534,1,0.37607576621201966,-0.47255197651258979,1
29537,1,0.62559505215301359,0.51988296347238516,0
29548,1,0.52009341743521409,0.34814587833955468,1
29555,1,0.67570195810718880,0.48598868928615979,0
29566,1,0.43483947013696189,0.30045913597986601,1
29732,1,-0.77141943413546665,-0.16843753271205880,1
29754,1,0.47635450342056929,0.11807808413555519,1
29906,1,-0.66380524873991376,0.33469221128023013,0
29909,1,0.41702323840783884,0.00084957528146506,1
29918,1,0.53834598188674820,0.00039976950978463,0
29924,1,-0.83623462489448774,0.07692930133874454,0
29936,1,0.81877124392676115,0.44584621203104036,0
39310,1,-0.74865556389116317,0.06882040179012236,1
40103,1,-0.33880721124412327,-0.90112848338171281,0
40105,1,-0.76722558252550999,-0.64137735033160614,0
40300,1,0.06527215494632564,-0.42165232901059668,1
40301,1,-0.59424060249531829,-0.74034436143267501,0
40304,1,0.23111506067066523,-0.66027501057806115,1
40305,1,0.56355815046281843,0.17599743265594292,1
40500,1,-0.76722558252550999,-0.64137735033160614,0
40501,1,0.22994264570338607,0.05634636790481687,0
40700,1,-0.62639932302450085,0.33634925137559663,1
40701,1,-0.54287309549350493,1.06625730567833688,1
40702,1,-0.64123023943520407,-0.15061066766550682,1
40703,1,-0.74536111992045739,-0.19751982736992829,0
40704,1,-0.90036078038742351,-0.10116150490286557,1
40705,1,0.35235159952248613,-0.02821004720167886,1
40706,1,-0.56126866198045333,-0.09556188781929091,0
40707,1,0.48039387316390486,0.03591091693751491,1
40900,1,-0.67655573965489568,-0.23177801953084201,0
40901,1,-0.85639231468534105,0.01249629587217954,0
40902,1,0.52507225225310017,-0.09872029561805533,1
40903,1,-0.91667461154353314,-0.21870921820133338,0
40904,1,-0.87991589686190974,0.09471597633493042,1
40905,1,0.38828535898031902,-0.15433002966667914,0
40906,1,-0.72745092886407525,-0.00735581988456231,1
40907,1,-0.61743987080280527,-0.28702571653877729,0
40908,1,-0.84206787050582999,0.31466727209900075,1
40909,1,-0.64787046159429318,-0.02482856073509148,1
40910,1,-0.62649121967401100,0.30486380398323726,1
40911,1,0.31071107683530619,0.25400935788707441,0
40912,1,-0.88395451087535715,-0.46757290629709075,0
40913,1,-0.01090459117618010,0.23045089490737025,0
40914,1,-0.98926770195081526,-0.11680761874583410,0
40915,1,-0.41417196715375387,-0.66008436763558320,1
40916,1,-0.72316963874987239,-0.07185442461414748,1
49300,1,-0.79309634439019261,-0.09929940019488590,1
49306,1,0.34408648420156923,-0.23384749847120456,0
49307,1,0.26425896636627821,-0.75649941669736998,0
49308,1,-0.78807054403509713,-0.09511375973925444,1
49309,1,-0.56369257155099617,0.82598467587372659,0
49700,1,0.49723084233543507,0.14240417846525527,1
49702,1,-0.67890242481541951,-0.73422850501716674,0
49703,1,-0.12334988482089071,-0.06186400893247024,1
49706,1,0.47135544070448049,0.03062856307975910,1
49901,1,-0.40243486860808719,0.91544862036511443,0
49903,1,-0.03646270185496755,-0.75031558536513787,0
94659,1,0.37221512498238468,-0.80772779236575221,1
94910,1,-0.77795749518564195,-0.04011292240600951,0
4812,2,-0.83262114398930531,-0.45953167664492439,0
14009,2,0.22106240664916271,-1.03525986173083639,1
14203,2,-0.69168473527343977,-0.48077938012177773,0
14226,2,0.46708928379605835,0.27378878395100675,1
14230,2,-0.90747312299603200,-0.03565051750644855,0
14307,2,-0.85434693175456189,0.08394092507951248,1
14400,2,-0.87676453951787825,-0.46465484722365175,0
14440,2,-0.85055185769457897,-0.23933792557929859,0
14503,2,0.40360635790658694,0.03016686032832536,1
14506,2,0.18736285100871758,-0.25543066299787925,0
14651,2,-0.65463429622294989,0.06478472206401803,1
14661,2,-0.08412365792508279,0.24331924661990026,0
14709,2,-0.84840636168713524,-0.24136546263484998,0
14806,2,0.41062924360884856,-0.08209666064899951,0
14852,2,0.45685137709223128,-0.55425690635482039,1
14858,2,-0.84752537470614597,-0.10770589439118938,1
14871,2,-0.86345958479685736,0.34986473560219650,1
14912,2,-0.78775491156537891,-0.26165487261685960,0
14914,2,-0.88610311781723028,-0.19175418958445795,0
14920,2,-0.80359445213410508,-0.23746562019083484,0
14921,2,0.45785405178099942,-0.25655359826304780,1
14922,2,-0.80664152051934568,-0.28672960434848066,0
15011,2,-0.86875954681087053,0.11909868692075154,0
15015,2,-0.70801517408724812,-0.22235476056572262,1
15021,2,-0.87826803100510009,0.00975895802607831,1
15039,2,0.49481943937153050,0.56181470665122879,1
15054,2,-0.86177359512747831,-0.42509087086752345,0
15408,2,-0.84633496523389218,-0.10696465537796970,1
15424,2,0.56820791531479409,-0.07276752727891010,1
15425,2,-0.77613540409270454,-0.36144076411899889,0
15429,2,0.50346204034025188,0.17304883221693285,0
15502,2,-0.70377686715478238,-0.11797374326759738,0
15703,2,-0.69646326388496171,-0.00548680678770980,0
15704,2,-0.63700793644727149,-0.40573058866765721,0
20101,2,0.39643563872952930,-0.65410573299558172,0
20115,2,0.39759870857187812,0.91755940785432244,0
20730,2,0.52198229609321911,0.84123788265540800,0
20735,2,-0.92578460710916810,-0.07985351149252579,1
29142,2,-0.86718398446596268,-0.24705151580687207,1
29147,2,-0.94873109316844761,0.10937605216927657,1
29345,2,0.54432497399838331,-0.07534266541536144,1
29373,2,-0.83822271425988559,-0.09261011364035296,1
29386,2,0.38661857540785122,0.18769473648718643,0
29389,2,-0.86824785590140541,0.04718930225207987,1
29512,2,0.43924686399490803,0.19739548386463301,0
29534,2,0.36547338039064098,-0.45818641714821384,1
29537,2,0.62559505215301359,0.51988296347238516,0
29548,2,0.49996386527977799,0.31006082444343996,1
29555,2,0.67570195810718880,0.48598868928615979,0
29566,2,0.41488959658057012,0.30187424907922616,1
29722,2,0.46284271696504825,-0.40355221042272749,0
29732,2,-0.78137423578114873,-0.16748783581560972,1
29735,2,0.30251529610319455,-0.95314453029097146,0
29754,2,0.46669997073410535,0.05714031047627006,1
29906,2,-0.66380524873991376,0.33469221128023013,0
29909,2,0.40228923051432780,-0.01347263457550626,1
29918,2,0.53834598188674820,0.00039976950978463,0
29924,2,-0.83623462489448774,0.07692930133874454,0
29935,2,0.57852802790652735,0.45869481711124971,0
29936,2,0.81877124392676115,0.44584621203104036,0
39310,2,-0.76865196557977800,0.06919976903641772,1
40103,2,-0.33880721124412327,-0.90112848338171281,0
40300,2,0.05039843702448153,-0.41971003264252793,1
40301,2,-0.59424060249531829,-0.74034436143267501,0
40304,2,0.22210815788531146,-0.60146547407285167,1
40305,2,0.53395993133000086,0.13822395947060792,1
40700,2,-0.65104537571551047,0.28406620658743553,1
40701,2,-0.52139329211626573,0.92611322322610612,1
40702,2,-0.63844507053515220,-0.14551241363385292,1
40703,2,-0.74536111992045739,-0.19751982736992829,0
40704,2,-0.87537293971038055,-0.10194113192825539,1
40705,2,0.38508691968121112,0.08655677266731274,1
40706,2,-0.56126866198045333,-0.09556188781929091,0
40707,2,0.50039269136162146,0.03569349868924989,1
40900,2,-0.67655573965489568,-0.23177801953084201,0
40902,2,0.57049578088768038,-0.11240939081596990,1
40904,2,-0.86640943793211767,0.06226262892287913,1
40905,2,0.38828535898031902,-0.15433002966667914,0
40906,2,-0.71247479804194858,-0.00820169552468071,1
40907,2,-0.61743987080280527,-0.28702571653877729,0
40908,2,-0.89334359584424239,0.32141771361982741,1
40909,2,-0.63295253590452705,-0.02639556204798625,1
40910,2,-0.62320517980945866,0.29536832069049090,1
40913,2,-0.01090459117618010,0.23045089490737025,0
40915,2,-0.42551775813578857,-0.77980607728084506,1
40916,2,-0.70817026439089958,-0.07171742520032851,1
41101,2,-0.85220881722450292,0.14562928706922787,0
41102,2,0.58813697062762316,0.40890200152618378,0
41104,2,0.83085711441313270,0.55648580882991328,0
41106,2,0.39698220647300697,0.74653262050067370,0
41107,2,0.27056383427201075,-0.72176466684763163,0
41110,2,0.86583503550435259,0.50032958266844130,0
41111,2,0.57642490164052274,0.28213907297822433,0
41112,2,-0.84116274879637143,0.27164262074075229,0
49300,2,-0.79193252210489307,-0.00420540893351484,1
49306,2,0.34408648420156923,-0.23384749847120456,0
49308,2,-0.79831822924080587,-0.06286650954455117,1
49700,2,0.53296584786728685,0.08594251630819293,1
49702,2,-0.67890242481541951,-0.73422850501716674,0
49703,2,-0.10239320088490640,0.00889701875557028,1
49706,2,0.50127634179880010,0.02722636317443143,1
94659,2,0.40721010068372232,-0.80832081484659779,1
14009,3,0.21804475369063420,-0.92173341154804267,1
14203,3,-0.69168473527343977,-0.48077938012177773,0
14226,3,0.49168696919061772,0.21711956860927076,1
14230,3,-0.90747312299603200,-0.03565051750644855,0
14307,3,-0.82434833920130113,0.08365033116449347,1
14435,3,-0.99999091666089401,-0.00426222895969110,0
14440,3,-0.85055185769457897,-0.23933792557929859,0
14503,3,0.39780963067893166,0.07945554228095308,1
14651,3,-0.63971103488802161,0.06326937684611032,1
14709,3,-0.84840636168713524,-0.24136546263484998,0
14806,3,0.41062924360884856,-0.08209666064899951,0
14852,3,0.44413298631172127,-0.51004823752411943,1
14858,3,-0.85250785451474420,-0.10728768994727406,1
14871,3,-0.89264039205290535,0.35594500619219871,1
14914,3,-0.88610311781723028,-0.19175418958445795,0
14920,3,-0.80359445213410508,-0.23746562019083484,0
14921,3,0.44969159750811305,-0.17236339309908782,1
14922,3,-0.80664152051934568,-0.28672960434848066,0
15011,3,-0.86875954681087053,0.11909868692075154,0
15015,3,-0.68809432281827276,-0.22413231076736614,1
15021,3,-0.85999742921051958,0.01421865997635901,1
15039,3,0.48567138926678188,0.56819633318064133,1
15054,3,-0.86177359512747831,-0.42509087086752345,0
15408,3,-0.82138248712282946,-0.10850538121890803,1
