rollcall_id,midpoint1D,midpoint2D,spread1D,spread2D
0,-0.650081624930103,0.084536232141425,-1.399224073142412,0.969089853962592
1,0.155617040354243,0.617040130529228,-0.177343289991209,0.468869832385312
2,-0.661354420318895,-0.048753724566034,-1.279268099842930,0.635184744280912
3,-0.617078083980320,-0.028727582078178,-1.327906629675335,-0.505103636956685
4,0.119586442718567,-0.207532300497611,0.130511064989633,-0.209637881670283
5,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
6,0.012577235261752,-0.117818084815200,0.699712985548248,0.292333972336506
7,0.091190229476734,0.034372054156796,-0.875593293868925,-1.214458292576295
8,-0.057876114571647,-0.261920752625978,-0.665156231804729,-0.425330161958580
9,0.043117470515128,0.152431111681185,-0.305020919878511,-0.146766735963162
10,-0.501104842942748,-0.011875797330681,-0.988406655665655,-0.189945290614081
11,-0.178975777040766,-0.170801320253449,-0.664035931020852,-0.509738429116873
12,-0.059478429307536,-0.100876508010605,-0.654245592737771,0.572947318983949
13,-0.302955143604993,-0.238871657526497,-1.041321386712892,-0.799811642890906
14,0.153493075678041,0.508294880695424,-0.122327867641682,0.144775937342367
15,0.088326320452257,0.225294679747284,-0.256858282354432,0.260054366728529
16,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
17,-0.471746992749004,0.004201034340512,1.100370212165636,0.838064077877925
18,-0.357767914344657,0.189857006225308,0.735968073238474,0.828818287598702
19,-0.386778334807631,0.175963971387562,-1.439355509929645,-0.815124215697029
20,-0.353681878277600,0.840292180890156,0.989151838369847,0.367735362366829
21,0.207880850116574,-0.139891661819455,0.689559073021119,0.365450470718767
22,0.323780408540230,0.485881915261044,0.329698267927708,0.089648269082972
23,-0.374222793566598,0.004402332672121,0.672491675506933,0.510518802470649
24,0.114824500134464,0.582142567842637,-0.358654678809049,-0.215537829868614
25,-0.452877920669846,0.374083352283756,0.649051674318395,0.813821873545165
26,-0.084623856219643,-0.996412968080262,0.229638242130577,-0.012449265716919
27,-0.261118063941939,-0.279382193179544,0.711441573278206,-0.082715289421928
28,-0.254159086134648,0.472502625013304,-0.216537250436203,-0.167645202052920
29,0.024118274620730,-0.999709112106776,0.015049854823780,0.285276448460921
30,-0.534995787956592,0.007124065999082,-0.698740792871212,-0.622627968638325
