party,target,period,n,median_d1,q25,q75,replicate
UDI,P1,17,30,0.7277338395194415,0.6406544627027433,0.7973542025842305,21
UDI,P2,20,31,0.7061960453426602,0.6292022038966281,0.8262801567020217,21
UDI,P3,24,30,0.696060006631131,0.5635678314702269,0.8875128154354853,21
COMUNES,P1,17,2,-0.9117392248993952,-0.928706806405363,-0.8947716433934273,22
COMUNES,P2,20,1,-0.8837589299797975,-0.8837589299797975,-0.8837589299797975,22
COMUNES,P3,24,1,-0.8012049860710874,-0.8012049860710874,-0.8012049860710874,22
DC,P1,17,15,-0.15685661941306442,-0.2973500334715323,-0.06925349127381261,22
DC,P2,20,14,-0.16326944058916698,-0.2345222770769851,0.01648639843874616,22
DC,P3,24,14,-0.1173966891590524,-0.23138696776994813,0.10974854908679807,22
EVOP,P1,17,6,0.6446412660665146,0.604896775443402,0.6955135348842347,22
EVOP,P2,20,6,0.6571386808005553,0.5947871517939547,0.7114587347845679,22
EVOP,P3,24,6,0.6612943194559566,0.5463560405227289,0.7215540504607382,22
FRVS,P1,17,1,-0.7253994840801732,-0.7253994840801732,-0.7253994840801732,22
FRVS,P2,20,1,-0.6959583558796034,-0.6959583558796034,-0.6959583558796034,22
FRVS,P3,24,1,-0.6567035182788455,-0.6567035182788455,-0.6567035182788455,22
IND,P1,17,13,-0.5934350224370265,-0.8297017051490962,-0.1526045358849686,22
IND,P2,20,11,-0.5431221324548061,-0.6839753201052318,-0.07086187689406996,22
IND,P3,24,11,-0.7245456176189632,-0.8088571963231793,0.03473956939175356,22
LIBERAL,P1,17,2,-0.6954121683829908,-0.7112160211307855,-0.6796083156351961,22
LIBERAL,P2,20,2,-0.6384322747473812,-0.6588316858389202,-0.6180328636558421,22
LIBERAL,P3,24,2,-0.5624590832332343,-0.5889859054497653,-0.5359322610167033,22
PC,P1,17,8,-0.8482298742946857,-0.8697595817762971,-0.833061507586981,22
PC,P2,20,8,-0.8585255376358405,-0.8712656023271206,-0.8387920627956381,22
PC,P3,24,8,-0.8678449140833657,-0.8808096170065298,-0.8559160477274135,22
PCS,P2,20,2,-0.8216272129492054,-0.8283989388790334,-0.8148554870193774,22
PCS,P3,24,1,-0.809366401027048,-0.809366401027048,-0.809366401027048,22
PEV,P1,17,1,-0.8980057972954764,-0.8980057972954764,-0.8980057972954764,22
PEV,P2,20,1,-0.9311283595402972,-0.9311283595402972,-0.9311283595402972,22
PEV,P3,24,1,-0.9752917758667243,-0.9752917758667243,-0.9752917758667243,22
PH,P1,17,3,-0.9472726561438289,-0.9519025898651028,-0.9394119914005363,22
PH,P2,20,2,-0.9245651323826429,-0.9317082500194298,-0.917422014745856,22
PH,P3,24,2,-0.9047693203587854,-0.9161961516824264,-0.8933424890351445,22
PPD,P1,17,6,-0.6161900614538086,-0.7006173370783242,-0.5874933429229481,22
PPD,P2,20,7,-0.5953877586158077,-0.6818165847633213,-0.5774661021275513,22
PPD,P3,24,7,-0.6572340213760246,-0.6916312146273045,-0.618648957717506,22
PR,P1,17,6,-0.34906097617088816,-0.4699725795050797,-0.23520718163515053,22
PR,P2,20,6,-0.2750588173280554,-0.45285234106954425,-0.12782783448317042,22
PR,P3,24,6,-0.17638927220427814,-0.4300253564888303,0.015344628386137246,22
PREP,P3,24,1,0.8519879484810505,0.8519879484810505,0.8519879484810505,22
PRI,P1,17,1,-0.7323642596834855,-0.7323642596834855,-0.7323642596834855,22
PRI,P2,20,1,-0.7158255541818608,-0.7158255541818608,-0.7158255541818608,22
PRI,P3,24,1,-0.6937739468463625,-0.6937739468463625,-0.6937739468463625,22
PRO,P2,20,1,-0.8581283957202023,-0.8581283957202023,-0.8581283957202023,22
PRO,P3,24,1,-0.9111052301933248,-0.9111052301933248,-0.9111052301933248,22
PS,P1,17,18,-0.6431795594646526,-0.6859556901211148,-0.6143141178763248,22
PS,P2,20,18,-0.632762227484343,-0.6849190012591961,-0.6036841909506886,22
PS,P3,24,18,-0.6158249897819807,-0.6633291685915105,-0.591924037294715,22
RD,P1,17,8,-0.7563484428639776,-0.7714595193627516,-0.7524371952135642,22
RD,P2,20,10,-0.7663598366693902,-0.7920087361782151,-0.7525993708590005,22
RD,P3,24,10,-0.7696020987882471,-0.7805751045539366,-0.7470073990718282,22
RN,P1,17,34,0.6640266638120667,0.6060815834106964,0.7289424300113228,22
RN,P2,20,36,0.6507913888964469,0.5952118274682711,0.7283711946835943,22
RN,P3,24,33,0.5957559551983518,0.524769388956436,0.6752513814783202,22
UDI,P1,17,30,0.7289542934919231,0.6486476347466893,0.7745514695661281,22
UDI,P2,20,31,0.7096851617138354,0.6181389203740918,0.8047992338601868,22
UDI,P3,24,30,0.7255636679346091,0.5625630956520007,0.8230336022289273,22
COMUNES,P1,17,2,-0.9126628375455409,-0.9218572626726358,-0.903468412418446,23
COMUNES,P2,20,1,-0.8846655784119898,-0.8846655784119898,-0.8846655784119898,23
COMUNES,P3,24,1,-0.822817432561669,-0.822817432561669,-0.822817432561669,23
DC,P1,17,15,-0.17597734253762082,-0.3043899469147625,-0.07691442905706616,23
DC,P2,20,14,-0.17451026254124416,-0.26747287183692925,0.020307589826813317,23
DC,P3,24,14,-0.14747710933676492,-0.2340220306890918,0.12431424795466628,23
EVOP,P1,17,6,0.6820242350614059,0.6371475289698143,0.717354005353401,23
EVOP,P2,20,6,0.652636740791851,0.5986443757468063,0.7001772057240464,23
EVOP,P3,24,6,0.5917847023307141,0.5357184728988298,0.6606462672253921,23
FRVS,P1,17,1,-0.7398981531423252,-0.7398981531423252,-0.7398981531423252,23
FRVS,P2,20,1,-0.7045388461557699,-0.7045388461557699,-0.7045388461557699,23
FRVS,P3,24,1,-0.6573931035070294,-0.6573931035070294,-0.6573931035070294,23
IND,P1,17,13,-0.6017476835154976,-0.8435196441345174,-0.1583310342180815,23
IND,P2,20,11,-0.5724162643629784,-0.6454790216371156,-0.07853280774973997,23
IND,P3,24,11,-0.6902097507356014,-0.7594806570703554,0.027649964185830815,23
LIBERAL,P1,17,2,-0.7156141297735941,-0.7258260994101731,-0.7054021601370151,23
LIBERAL,P2,20,2,-0.6640903895098547,-0.6842229605703519,-0.6439578184493575,23
LIBERAL,P3,24,2,-0.5953920691582026,-0.6287521087839237,-0.5620320295324815,23
PC,P1,17,8,-0.8525612979974386,-0.8670267782992578,-0.8393143215420374,23
PC,P2,20,8,-0.8581293040468316,-0.86515415727389,-0.8437637724836848,23
PC,P3,24,8,-0.8655533121126884,-0.8766568213479187,-0.8297124527112049,23
PCS,P2,20,2,-0.8361537430507793,-0.8406348703903592,-0.8316726157111992,23
PCS,P3,24,1,-0.8054206140210886,-0.8054206140210886,-0.8054206140210886,23
PEV,P1,17,1,-0.9557429301763853,-0.9557429301763853,-0.9557429301763853,23
PEV,P2,20,1,-0.9499710740667847,-0.9499710740667847,-0.9499710740667847,23
PEV,P3,24,1,-0.9422752659206508,-0.9422752659206508,-0.9422752659206508,23
PH,P1,17,3,-0.977576089284724,-1.0026006932747613,-0.9535986437625945,23
PH,P2,20,2,-0.9313887540113782,-0.9371117325236762,-0.9256657754990802,23
PH,P3,24,2,-0.901775567676423,-0.9311141478865381,-0.8724369874663077,23
PPD,P1,17,6,-0.6198323806042618,-0.7028756714865533,-0.6047685505731693,23
PPD,P2,20,7,-0.6231610318237959,-0.6965574313382046,-0.576768135251212,23
PPD,P3,24,7,-0.7056807680222601,-0.7276055726942066,-0.6142945671448603,23
PR,P1,17,6,-0.3677851668145464,-0.4805259173770161,-0.24472055200312393,23
PR,P2,20,6,-0.31045676441460884,-0.4847320735584597,-0.14816822595229406,23
PR,P3,24,6,-0.23164422497073597,-0.49271495137767385,-0.019431791217854075,23
PREP,P3,24,1,0.8547493238355275,0.8547493238355275,0.8547493238355275,23
PRI,P1,17,1,-0.7296696226064369,-0.7296696226064369,-0.7296696226064369,23
PRI,P2,20,1,-0.7149629802263033,-0.7149629802263033,-0.7149629802263033,23
PRI,P3,24,1,-0.6953541237194605,-0.6953541237194605,-0.6953541237194605,23
PRO,P2,20,1,-0.8648662432882606,-0.8648662432882606,-0.8648662432882606,23
PRO,P3,24,1,-0.8893024667408264,-0.8893024667408264,-0.8893024667408264,23
PS,P1,17,18,-0.6516177131682402,-0.6849992178847325,-0.6171100760735835,23
PS,P2,20,18,-0.6572105896203526,-0.6834735165662802,-0.6150427634702987,23
PS,P3,24,18,-0.6642968102234336,-0.6921065544022639,-0.6140986277012646,23
RD,P1,17,8,-0.7836813737595731,-0.789538279966846,-0.76858058329853,23
RD,P2,20,10,-0.7898857885186643,-0.8096071441719602,-0.7611278492512539,23
RD,P3,24,10,-0.7873286991347668,-0.8105187176537197,-0.7483531277697781,23
RN,P1,17,34,0.6920357191955457,0.6109940359181212,0.7382124901975747,23
RN,P2,20,36,0.645638476523112,0.5911869157644599,0.6875226534618925,23
RN,P3,24,33,0.577886731746269,0.4902238813984816,0.6149415531065069,23
UDI,P1,17,30,0.719893140567724,0.6402584747280665,0.7510913978594788,23
UDI,P2,20,31,0.6858943478719821,0.6040049561748544,0.7927681541504745,23
UDI,P3,24,30,0.6526182619015937,0.5233548308452158,0.8255425000552401,23
COMUNES,P1,17,2,-0.9308918500352289,-0.939178267879025,-0.9226054321914328,24
COMUNES,P2,20,1,-0.9126704499048662,-0.9126704499048662,-0.9126704499048662,24
COMUNES,P3,24,1,-0.8662781354809272,-0.8662781354809272,-0.8662781354809272,24
DC,P1,17,15,-0.19180314647876995,-0.3065580636716886,-0.0980965743184389,24
DC,P2,20,14,-0.18163390687412917,-0.24233550719165858,-0.017612046662938818,24
DC,P3,24,14,-0.1330593310244326,-0.22014436826016393,0.05707867931504266,24
EVOP,P1,17,6,0.6788971125331845,0.5864048948113323,0.7212984991376516,24
EVOP,P2,20,6,0.6681996630444536,0.6104021550040761,0.7123765042868258,24
EVOP,P3,24,6,0.6688468981830061,0.5610983233846629,0.7038089907915712,24
FRVS,P1,17,1,-0.7802280859551627,-0.7802280859551627,-0.7802280859551627,24
FRVS,P2,20,1,-0.7132302198830889,-0.7132302198830889,-0.7132302198830889,24
FRVS,P3,24,1,-0.6238997317869911,-0.6238997317869911,-0.6238997317869911,24
IND,P1,17,13,-0.6125949528527072,-0.832817067882853,-0.1772041401603111,24
IND,P2,20,11,-0.5876448556980955,-0.693471012718609,-0.08878409524675879,24
IND,P3,24,11,-0.7722796677996518,-0.8506776477194331,0.019061263055549872,24
LIBERAL,P1,17,2,-0.7172392844164488,-0.7345467050755866,-0.6999318637573109,24
LIBERAL,P2,20,2,-0.6632371492470128,-0.6943554354750684,-0.6321188630189571,24
LIBERAL,P3,24,2,-0.5912343023544323,-0.6407670760077115,-0.5417015287011532,24
PC,P1,17,8,-0.8566658654298549,-0.8666131842825033,-0.8468897877298482,24
PC,P2,20,8,-0.8691417283521956,-0.8812809832441406,-0.8553524967050565,24
PC,P3,24,8,-0.8960326296744384,-0.9143958381447244,-0.8718144846638962,24
PCS,P2,20,2,-0.8410511927115236,-0.8525296975161984,-0.8295726879068487,24
PCS,P3,24,1,-0.836220769495442,-0.836220769495442,-0.836220769495442,24
PEV,P1,17,1,-0.9357152127605466,-0.9357152127605466,-0.9357152127605466,24
PEV,P2,20,1,-0.9499474612908472,-0.9499474612908472,-0.9499474612908472,24
PEV,P3,24,1,-0.9689237926645813,-0.9689237926645813,-0.9689237926645813,24
PH,P1,17,3,-0.9727189633039849,-0.9853360823539205,-0.9666265720635752,24
PH,P2,20,2,-0.9420919267691705,-0.9473151227948751,-0.9368687307434659,24
PH,P3,24,2,-0.909379066376631,-0.9175049296096685,-0.9012532031435937,24
PPD,P1,17,6,-0.6277321043714418,-0.7156796461142391,-0.6089280146514453,24
PPD,P2,20,7,-0.6185844249396093,-0.6917624011610979,-0.5962348558072692,24
PPD,P3,24,7,-0.6519748964609299,-0.6922145562915523,-0.6080290628776582,24
PR,P1,17,6,-0.3659071523334645,-0.4885129504587575,-0.2542507522722325,24
PR,P2,20,6,-0.3225121033699791,-0.4955860250320643,-0.15900585936716694,24
PR,P3,24,6,-0.2549192398061675,-0.5017550418198276,-0.029210237964593082,24
PREP,P3,24,1,0.8887132463543008,0.8887132463543008,0.8887132463543008,24
PRI,P1,17,1,-0.7424993109848194,-0.7424993109848194,-0.7424993109848194,24
PRI,P2,20,1,-0.7202725003016364,-0.7202725003016364,-0.7202725003016364,24
PRI,P3,24,1,-0.6906367527240597,-0.6906367527240597,-0.6906367527240597,24
PRO,P2,20,1,-0.8959819572994651,-0.8959819572994651,-0.8959819572994651,24
PRO,P3,24,1,-0.933800945661213,-0.933800945661213,-0.933800945661213,24
PS,P1,17,18,-0.6627210456160634,-0.6980929076242723,-0.6308375484277824,24
PS,P2,20,18,-0.6642008904051391,-0.6893402129582561,-0.632364095080326,24
PS,P3,24,18,-0.6634193216088935,-0.6815927762954248,-0.6149115202313796,24
RD,P1,17,8,-0.7964078186968395,-0.803723374780632,-0.7796705606488249,24
RD,P2,20,10,-0.7991862004897738,-0.8165607808529449,-0.7763778136012465,24
RD,P3,24,10,-0.7938716762624204,-0.8128064661348399,-0.7543121494201829,24
RN,P1,17,34,0.6704006572402512,0.6124739634901913,0.7433059824552223,24
RN,P2,20,36,0.6485473613372286,0.5934145787112197,0.7036932228895174,24
RN,P3,24,33,0.570251055789503,0.5117056379467101,0.6693111659600408,24
UDI,P1,17,30,0.7143932373437905,0.6459949655463307,0.7879866402664595,24
UDI,P2,20,31,0.7043767422180245,0.6065666618549783,0.787730507933972,24
UDI,P3,24,30,0.683940924818996,0.5730916460400616,0.8238786906054882,24
COMUNES,P1,17,2,-0.9058325996441171,-0.9190589511801313,-0.892606248108103,25
COMUNES,P2,20,1,-0.8938701151646555,-0.8938701151646555,-0.8938701151646555,25
COMUNES,P3,24,1,-0.8426498650960013,-0.8426498650960013,-0.8426498650960013,25
DC,P1,17,15,-0.15477126068117247,-0.2971104350131908,-0.07740744922322082,25
DC,P2,20,14,-0.1640865584151336,-0.24524532182092368,-0.003728303981378604,25
DC,P3,24,14,-0.14152386536466505,-0.21554620356371498,0.08166941050737546,25
EVOP,P1,17,6,0.7118369805712517,0.6549013867207223,0.745454657077219,25
EVOP,P2,20,6,0.6715553634235772,0.6280460208501768,0.7045227384744744,25
EVOP,P3,24,6,0.6392439123785725,0.5497823609107555,0.6543402894074989,25
FRVS,P1,17,1,-0.7180153918581612,-0.7180153918581612,-0.7180153918581612,25
FRVS,P2,20,1,-0.6994453430280408,-0.6994453430280408,-0.6994453430280408,25
FRVS,P3,24,1,-0.6746852779212148,-0.6746852779212148,-0.6746852779212148,25
IND,P1,17,13,-0.5775168264528064,-0.8423339720881168,-0.1670551705968828,25
IND,P2,20,11,-0.533010772138677,-0.6666836977270949,-0.08359921357682278,25
IND,P3,24,11,-0.6989385435663947,-0.7772679132161255,0.023596535221533335,25
LIBERAL,P1,17,2,-0.6885371105142297,-0.6994429107397528,-0.6776313102887066,25
LIBERAL,P2,20,2,-0.6306697208477683,-0.6553565732671099,-0.6059828684284267,25
LIBERAL,P3,24,2,-0.5535132012924867,-0.596574789970253,-0.5104516126147203,25
PC,P1,17,8,-0.8654775073424643,-0.8750703223757048,-0.8505944011999855,25
PC,P2,20,8,-0.8710273730539937,-0.8864181758244016,-0.850690880560922,25
PC,P3,24,8,-0.8682351683703544,-0.8932963786975661,-0.8619545159832936,25
PCS,P2,20,2,-0.8415884817056263,-0.8455547848247978,-0.8376221785864548,25
PCS,P3,24,1,-0.8519234245896963,-0.8519234245896963,-0.8519234245896963,25
PEV,P1,17,1,-0.9025876709096559,-0.9025876709096559,-0.9025876709096559,25
PEV,P2,20,1,-0.920341329806918,-0.920341329806918,-0.920341329806918,25
PEV,P3,24,1,-0.9440128750032665,-0.9440128750032665,-0.9440128750032665,25
PH,P1,17,3,-0.9298300479154095,-0.9492755832752868,-0.9206802653219328,25
PH,P2,20,2,-0.9051052363259073,-0.9096818053342923,-0.9005286673175223,25
PH,P3,24,2,-0.8843385309978742,-0.888917336955121,-0.8797597250406275,25
PPD,P1,17,6,-0.6379227248745349,-0.7201893553632605,-0.595909380771761,25
PPD,P2,20,7,-0.6047783852294243,-0.7011110614628098,-0.5778170683465702,25
PPD,P3,24,7,-0.6793157937875294,-0.7183405693628673,-0.6125585706699836,25
PR,P1,17,6,-0.36205080573384696,-0.4740162497664363,-0.2505364471764872,25
PR,P2,20,6,-0.30097313773362455,-0.47265039795629243,-0.15304085795290204,25
PR,P3,24,6,-0.2129302350748097,-0.45730656566885025,-0.021529835469662,25
PREP,P3,24,1,0.8353999060893521,0.8353999060893521,0.8353999060893521,25
PRI,P1,17,1,-0.7367104540756065,-0.7367104540756065,-0.7367104540756065,25
PRI,P2,20,1,-0.7203685057422421,-0.7203685057422421,-0.7203685057422421,25
PRI,P3,24,1,-0.6985792412977553,-0.6985792412977553,-0.6985792412977553,25
PRO,P2,20,1,-0.8731285108280963,-0.8731285108280963,-0.8731285108280963,25
PRO,P3,24,1,-0.893809081572664,-0.893809081572664,-0.893809081572664,25
PS,P1,17,18,-0.6512657676239901,-0.6864838377329909,-0.6159770283818636,25
PS,P2,20,18,-0.6402906896581767,-0.6862127817200998,-0.6117322565585943,25
PS,P3,24,18,-0.6356712720755598,-0.6863660902567031,-0.5913001192562916,25
RD,P1,17,8,-0.7672717872657442,-0.7819577622598626,-0.7537239996229752,25
RD,P2,20,10,-0.7651560666662658,-0.7860920472200335,-0.7588949254341746,25
RD,P3,24,10,-0.7704981673599958,-0.8039392000585951,-0.7419557193990066,25
RN,P1,17,34,0.6735495073577134,0.6240712561155961,0.7426816062651642,25
RN,P2,20,36,0.6434067757912472,0.576562271107597,0.6982223237007096,25
RN,P3,24,33,0.5900859720898342,0.46826701325402764,0.6715586794816809,25
UDI,P1,17,30,0.7165901754132808,0.6491702021398185,0.7760239446738332,25
UDI,P2,20,31,0.7007169102006054,0.6153612557461559,0.8138580281150534,25
UDI,P3,24,30,0.6918280554118745,0.5566105980362179,0.8225877489876522,25
COMUNES,P1,17,2,-0.8909311677829359,-0.8963315802302798,-0.8855307553355919,26
COMUNES,P2,20,1,-0.8661303108802008,-0.8661303108802008,-0.8661303108802008,26
COMUNES,P3,24,1,-0.818661401816971,-0.818661401816971,-0.818661401816971,26
DC,P1,17,15,-0.16727240718459863,-0.30191688204094597,-0.08508235773636985,26
DC,P2,20,14,-0.18091061138201273,-0.2500316102306088,-0.004727576026440323,26
DC,P3,24,14,-0.1248363907948987,-0.24531909197561483,0.08856086011999714,26
EVOP,P1,17,6,0.6855384823046273,0.6412622324320819,0.7174875649411728,26
EVOP,P2,20,6,0.6618964597073216,0.6095239365924896,0.6673591907665261,26
EVOP,P3,24,6,0.601152969341419,0.5337875448383167,0.663160816071207,26
FRVS,P1,17,1,-0.7419761829621787,-0.7419761829621787,-0.7419761829621787,26
FRVS,P2,20,1,-0.6794151960343416,-0.6794151960343416,-0.6794151960343416,26
FRVS,P3,24,1,-0.5960005467972267,-0.5960005467972267,-0.5960005467972267,26
IND,P1,17,13,-0.6105235453146896,-0.8184877173192038,-0.1626827538161383,26
IND,P2,20,11,-0.5725155314358498,-0.6721043132715869,-0.07256155706603724,26
IND,P3,24,11,-0.7611768179292143,-0.8135420419065256,0.0314485572448449,26
LIBERAL,P1,17,2,-0.7015031073972566,-0.722661098596979,-0.6803451161975343,26
LIBERAL,P2,20,2,-0.6654997197581327,-0.6836291752410674,-0.6473702642751982,26
LIBERAL,P3,24,2,-0.6174952029059677,-0.6315866107665188,-0.6034037950454167,26
PC,P1,17,8,-0.8474144630975411,-0.8602320677826277,-0.836692207697563,26
PC,P2,20,8,-0.8516315989131408,-0.8698662318202623,-0.8478818282464169,26
PC,P3,24,8,-0.8743011201113704,-0.889633342563727,-0.8495367857478379,26
PCS,P2,20,2,-0.707625438860624,-0.7570359988406847,-0.6582148788805632,26
PCS,P3,24,1,-0.7761036359483653,-0.7761036359483653,-0.7761036359483653,26
PEV,P1,17,1,-0.9089889707821854,-0.9089889707821854,-0.9089889707821854,26
PEV,P2,20,1,-0.9166126025104644,-0.9166126025104644,-0.9166126025104644,26
PEV,P3,24,1,-0.9267774448148369,-0.9267774448148369,-0.9267774448148369,26
PH,P1,17,3,-0.9426053008004293,-0.944702448174132,-0.9371914282376187,26
PH,P2,20,2,-0.9276032752949077,-0.9458225438503133,-0.9093840067395021,26
PH,P3,24,2,-0.9120228748730224,-0.9595418481266442,-0.8645039016194005,26
PPD,P1,17,6,-0.6197305616525549,-0.7044868869841575,-0.5963922631287584,26
PPD,P2,20,7,-0.6111721563086961,-0.6838565002956685,-0.5734590617065498,26
PPD,P3,24,7,-0.6550666888494947,-0.7337568518091848,-0.6081402874579587,26
PR,P1,17,6,-0.3589897833813731,-0.46919835098726925,-0.23589896141490008,26
PR,P2,20,6,-0.28905464130018266,-0.47358286067321653,-0.13778039271801348,26
PR,P3,24,6,-0.19580778519192835,-0.47942887358781333,-0.0069556344554984936,26
PREP,P3,24,1,0.8951303402036087,0.8951303402036087,0.8951303402036087,26
PRI,P1,17,1,-0.7248989481816962,-0.7248989481816962,-0.7248989481816962,26
PRI,P2,20,1,-0.7112476766921794,-0.7112476766921794,-0.7112476766921794,26
PRI,P3,24,1,-0.6930459813728227,-0.6930459813728227,-0.6930459813728227,26
PRO,P2,20,1,-0.8423114921342705,-0.8423114921342705,-0.8423114921342705,26
PRO,P3,24,1,-0.87109413673421,-0.87109413673421,-0.87109413673421,26
PS,P1,17,18,-0.6553858782897981,-0.6902160059185182,-0.5999382024714028,26
PS,P2,20,18,-0.6619579039188188,-0.6875208786794293,-0.5961462223313967,26
PS,P3,24,18,-0.6328949867166529,-0.6939121996704002,-0.5875240471957901,26
RD,P1,17,8,-0.7693203344915693,-0.7746901731919129,-0.7450474931842973,26
RD,P2,20,10,-0.7685050437198917,-0.7946332529101254,-0.7506896109481461,26
RD,P3,24,10,-0.7772275931550867,-0.8168481785796812,-0.7239808358836716,26
RN,P1,17,34,0.6750024155733396,0.6049410197120236,0.7322864218249543,26
RN,P2,20,36,0.6316083551044878,0.585553917707944,0.6986630707606551,26
RN,P3,24,33,0.5823307037303225,0.5004847307062765,0.6763114234720102,26
UDI,P1,17,30,0.7323966271522756,0.6365895893762183,0.7623793856464768,26
UDI,P2,20,31,0.6812247726960666,0.61027917126102,0.8005547141615728,26
UDI,P3,24,30,0.6661383786189338,0.5493320730104901,0.8099395393977777,26
COMUNES,P1,17,2,-0.9200442810291545,-0.9390994205977861,-0.9009891414605229,27
COMUNES,P2,20,1,-0.8883364995186861,-0.8883364995186861,-0.8883364995186861,27
COMUNES,P3,24,1,-0.7952457519883782,-0.7952457519883782,-0.7952457519883782,27
DC,P1,17,15,-0.16245440335243144,-0.2894675516589855,-0.07927724441098116,27
DC,P2,20,14,-0.1701380283327224,-0.2509720696461785,0.0053098318530237585,27
DC,P3,24,14,-0.11802447127705114,-0.21645059701132288,0.0798420217460716,27
EVOP,P1,17,6,0.6825603523774826,0.6267785292026893,0.736439795000881,27
EVOP,P2,20,6,0.6713971379910552,0.6268080668957282,0.7105140524156577,27
EVOP,P3,24,6,0.6582038570770585,0.6092964571426996,0.6918063840445341,27
FRVS,P1,17,1,-0.7344097609934978,-0.7344097609934978,-0.7344097609934978,27
FRVS,P2,20,1,-0.666045979595783,-0.666045979595783,-0.666045979595783,27
FRVS,P3,24,1,-0.5748942710654967,-0.5748942710654967,-0.5748942710654967,27
IND,P1,17,13,-0.586919721653424,-0.8219784016676865,-0.15542388702046955,27
IND,P2,20,11,-0.5417193533208854,-0.6323055167636726,-0.08203107287283841,27
IND,P3,24,11,-0.6888590796648305,-0.7438876390525178,0.009747843689101497,27
LIBERAL,P1,17,2,-0.6920407631385748,-0.7130330345624647,-0.6710484917146848,27
LIBERAL,P2,20,2,-0.6361246186571801,-0.6646898749752067,-0.6075593623391535,27
LIBERAL,P3,24,2,-0.5615697593486539,-0.6002323288588626,-0.5229071898384452,27
PC,P1,17,8,-0.8240386370589341,-0.855392017739205,-0.8148549918146137,27
PC,P2,20,8,-0.8347009890832406,-0.8532084875265954,-0.8182044244360014,27
PC,P3,24,8,-0.8303199993062462,-0.8527949328161822,-0.8014907631797793,27
PCS,P2,20,2,-0.7972184632793633,-0.7981063600415826,-0.7963305665171441,27
PCS,P3,24,1,-0.7440244332002912,-0.7440244332002912,-0.7440244332002912,27
PEV,P1,17,1,-0.9348090492328385,-0.9348090492328385,-0.9348090492328385,27
PEV,P2,20,1,-0.9374519351990219,-0.9374519351990219,-0.9374519351990219,27
PEV,P3,24,1,-0.9409757831539328,-0.9409757831539328,-0.9409757831539328,27
PH,P1,17,3,-0.9678868487146618,-0.969394750341164,-0.9360784496696941,27
PH,P2,20,2,-0.9261564289260986,-0.9298138751568836,-0.9224989826953136,27
PH,P3,24,2,-0.9109165324326358,-0.941661440752114,-0.8801716241131576,27
PPD,P1,17,6,-0.6158234120022619,-0.6887605785544386,-0.5705549885232679,27
PPD,P2,20,7,-0.588303962681524,-0.6605988906379712,-0.5817831998712973,27
PPD,P3,24,7,-0.6252407758413904,-0.653380872262467,-0.6140422387965736,27
PR,P1,17,6,-0.3654580721287926,-0.47596489697981526,-0.23822097985037038,27
PR,P2,20,6,-0.30014599655146423,-0.46199674102203836,-0.1348080694481669,27
PR,P3,24,6,-0.20479450605714572,-0.4477868467018194,0.003075811088104395,27
PREP,P3,24,1,0.9147366412730087,0.9147366412730087,0.9147366412730087,27
PRI,P1,17,1,-0.7016764731368205,-0.7016764731368205,-0.7016764731368205,27
PRI,P2,20,1,-0.669234943929354,-0.669234943929354,-0.669234943929354,27
PRI,P3,24,1,-0.6259795716527327,-0.6259795716527327,-0.6259795716527327,27
PRO,P2,20,1,-0.8368238021652771,-0.8368238021652771,-0.8368238021652771,27
PRO,P3,24,1,-0.8799652468538446,-0.8799652468538446,-0.8799652468538446,27
PS,P1,17,18,-0.6330789685414964,-0.6814659618204089,-0.6001890091064686,27
PS,P2,20,18,-0.6432413387789376,-0.6617632364094054,-0.5868807101546527,27
PS,P3,24,18,-0.6162173243395382,-0.6534957546842566,-0.565430679134261,27
RD,P1,17,8,-0.7761342847205145,-0.7894309399918177,-0.7682638816875624,27
RD,P2,20,10,-0.7753527045048633,-0.7860663114919185,-0.7358823465890397,27
RD,P3,24,10,-0.7659391465372213,-0.7834307623473757,-0.6871451191904355,27
RN,P1,17,34,0.6654973392156462,0.617325549926757,0.7368535209765572,27
RN,P2,20,36,0.6645903048374255,0.60992264069721,0.7128651142638516,27
RN,P3,24,33,0.6153566201194198,0.5423511096899778,0.7061935764673083,27
UDI,P1,17,30,0.6993090122738286,0.6443736284336012,0.7908318685029806,27
UDI,P2,20,31,0.7115883119086891,0.6053816297355996,0.8032750783422249,27
UDI,P3,24,30,0.6866848941602217,0.5802772485733483,0.8029833895318638,27
COMUNES,P1,17,2,-0.8667460011217671,-0.8756704543391224,-0.857821547904412,28
COMUNES,P2,20,1,-0.8427575352271698,-0.8427575352271698,-0.8427575352271698,28
COMUNES,P3,24,1,-0.7869743721214267,-0.7869743721214267,-0.7869743721214267,28
DC,P1,17,15,-0.16602701515007562,-0.30960840063245443,-0.09392731457033454,28
DC,P2,20,14,-0.14542631826325592,-0.2595340618519616,-0.004075880189580192,28
DC,P3,24,14,-0.12021507484121642,-0.20914861188561054,0.10159971907271052,28
EVOP,P1,17,6,0.6943320152732019,0.6335069135922776,0.730863474694175,28
EVOP,P2,20,6,0.6798256669952039,0.6423177288890185,0.7013595004845434,28
EVOP,P3,24,6,0.6168747289031781,0.5660639273068426,0.6958263303089156,28
FRVS,P1,17,1,-0.7248299114799979,-0.7248299114799979,-0.7248299114799979,28
FRVS,P2,20,1,-0.6827010053087594,-0.6827010053087594,-0.6827010053087594,28
