party,target,period,n,median_d1,q25,q75,replicate
FRVS,P3,24,1,-0.5773503996683866,-0.5773503996683866,-0.5773503996683866,90
IND,P1,17,13,-0.5915443956693506,-0.8261467787858131,-0.17258898201479833,90
IND,P2,20,11,-0.5510728756083163,-0.6665404113632794,-0.09944736549603737,90
IND,P3,24,11,-0.6685133263695411,-0.7966753145588952,-0.009559886826696357,90
LIBERAL,P1,17,2,-0.6808646786053554,-0.6978273718797274,-0.6639019853309832,90
LIBERAL,P2,20,2,-0.6227176456133519,-0.6434153786147543,-0.6020199126119495,90
LIBERAL,P3,24,2,-0.545188268290681,-0.5708660542614566,-0.5195104823199055,90
PC,P1,17,8,-0.8488836870731169,-0.8643139564342173,-0.8444265823604812,90
PC,P2,20,8,-0.8503600604516472,-0.8578041607777269,-0.8452492117386227,90
PC,P3,24,8,-0.8442632407802981,-0.8489260580355833,-0.8410562694509753,90
PCS,P2,20,2,-0.8052567400485297,-0.8079375750653328,-0.8025759050317265,90
PCS,P3,24,1,-0.750959367685194,-0.750959367685194,-0.750959367685194,90
PEV,P1,17,1,-0.9058976584062838,-0.9058976584062838,-0.9058976584062838,90
PEV,P2,20,1,-0.9188385536993596,-0.9188385536993596,-0.9188385536993596,90
PEV,P3,24,1,-0.936093080756795,-0.936093080756795,-0.936093080756795,90
PH,P1,17,3,-0.9476286812590603,-0.9552681513657574,-0.9336108329546431,90
PH,P2,20,2,-0.9112980800742624,-0.9233397907961045,-0.8992563693524203,90
PH,P3,24,2,-0.8713617827581595,-0.9138973200498669,-0.8288262454664521,90
PPD,P1,17,6,-0.6215200071220461,-0.70779635383195,-0.5911475526012376,90
PPD,P2,20,7,-0.6098765490187373,-0.6759559742042138,-0.5784456462048794,90
PPD,P3,24,7,-0.6413067263454331,-0.7421365929781647,-0.5900012277517284,90
PR,P1,17,6,-0.36278640452021743,-0.47407497825063427,-0.24987979468089525,90
PR,P2,20,6,-0.29990177025569487,-0.47185035770771777,-0.14457240744543262,90
PR,P3,24,6,-0.21495356031695265,-0.4699862279032084,-0.004162557798148612,90
PREP,P3,24,1,0.8452503797113182,0.8452503797113182,0.8452503797113182,90
PRI,P1,17,1,-0.7331534398522039,-0.7331534398522039,-0.7331534398522039,90
PRI,P2,20,1,-0.7184225101601402,-0.7184225101601402,-0.7184225101601402,90
PRI,P3,24,1,-0.6987812705707231,-0.6987812705707231,-0.6987812705707231,90
PRO,P2,20,1,-0.8564458822366152,-0.8564458822366152,-0.8564458822366152,90
PRO,P3,24,1,-0.8968446868376829,-0.8968446868376829,-0.8968446868376829,90
PS,P1,17,18,-0.6619969603529174,-0.6915015919167676,-0.6206216490957528,90
PS,P2,20,18,-0.6468607930578432,-0.6731000014749016,-0.6115572687771292,90
PS,P3,24,18,-0.6248819602738505,-0.6502382881681249,-0.5994714283522982,90
RD,P1,17,8,-0.7798298715225469,-0.7846181588912726,-0.7668677276031222,90
RD,P2,20,10,-0.7724813740982939,-0.7935969913994145,-0.7551765671256486,90
RD,P3,24,10,-0.7533177551276398,-0.7585264267419509,-0.737555331542203,90
RN,P1,17,34,0.7042296443809122,0.6277929977574765,0.7622645168308334,90
RN,P2,20,36,0.6756636187633629,0.6135892370274423,0.7275011666173641,90
RN,P3,24,33,0.6221906658202547,0.535959662656434,0.672206838139636,90
UDI,P1,17,30,0.7419354910487597,0.6586090696799956,0.7945138180462874,90
UDI,P2,20,31,0.7009981118389839,0.6379097694488041,0.8037963670195712,90
UDI,P3,24,30,0.7186071068119743,0.5888349630926464,0.823762169467599,90
COMUNES,P1,17,2,-0.9004382126940563,-0.9034625229248532,-0.8974139024632595,91
COMUNES,P2,20,1,-0.8756803250165175,-0.8756803250165175,-0.8756803250165175,91
COMUNES,P3,24,1,-0.8346049808310064,-0.8346049808310064,-0.8346049808310064,91
DC,P1,17,15,-0.16774221299823694,-0.30476195471970635,-0.08529173602467205,91
DC,P2,20,14,-0.19133706786479593,-0.2630087673249708,-0.01250733499122618,91
DC,P3,24,14,-0.15611506632571556,-0.2609758913018477,0.04567547963732489,91
EVOP,P1,17,6,0.6343979686806966,0.5976115557628923,0.6956826190417875,91
EVOP,P2,20,6,0.6274706161909378,0.5689714894335505,0.6891558399810098,91
EVOP,P3,24,6,0.5941350237325634,0.5307847343277612,0.6440343288889728,91
FRVS,P1,17,1,-0.7598910551685135,-0.7598910551685135,-0.7598910551685135,91
FRVS,P2,20,1,-0.6900515336531634,-0.6900515336531634,-0.6900515336531634,91
FRVS,P3,24,1,-0.5969321716326971,-0.5969321716326971,-0.5969321716326971,91
IND,P1,17,13,-0.5987380928815178,-0.8378132060475615,-0.19847794036824973,91
IND,P2,20,11,-0.5645570858470533,-0.6672751295722146,-0.10266572044942471,91
IND,P3,24,11,-0.7044591985484432,-0.8088847358184076,-0.01799515473576405,91
LIBERAL,P1,17,2,-0.690863243083859,-0.696643777296054,-0.6850827088716641,91
LIBERAL,P2,20,2,-0.636055137479218,-0.6491729792059435,-0.6229372957524926,91
LIBERAL,P3,24,2,-0.5629776633396961,-0.5858785817524628,-0.5400767449269294,91
PC,P1,17,8,-0.8473954241452852,-0.8698414255018488,-0.8223462017976474,91
PC,P2,20,8,-0.8610284992285974,-0.8808365790893686,-0.8506200899133564,91
PC,P3,24,8,-0.8787187351313224,-0.9105313105374369,-0.8503859457004479,91
PCS,P2,20,2,-0.8182660711251002,-0.8233564657680724,-0.8131756764821279,91
PCS,P3,24,1,-0.7739583312649351,-0.7739583312649351,-0.7739583312649351,91
PEV,P1,17,1,-0.9449088667346969,-0.9449088667346969,-0.9449088667346969,91
PEV,P2,20,1,-0.9201446417090108,-0.9201446417090108,-0.9201446417090108,91
PEV,P3,24,1,-0.8871256750080944,-0.8871256750080944,-0.8871256750080944,91
PH,P1,17,3,-0.9372331122340882,-0.9585568206396111,-0.9199698652731028,91
PH,P2,20,2,-0.9177722472380957,-0.929151589147508,-0.9063929053286834,91
PH,P3,24,2,-0.9148420898580876,-0.9298850563393924,-0.8997991233767828,91
PPD,P1,17,6,-0.605117508491616,-0.6985424856295317,-0.592763276957228,91
PPD,P2,20,7,-0.6017098545815851,-0.6872110495400097,-0.5873655269492895,91
PPD,P3,24,7,-0.670668191516128,-0.749815058438939,-0.6181558837629001,91
PR,P1,17,6,-0.35214373208415306,-0.48596143678915127,-0.23680141595995105,91
PR,P2,20,6,-0.3085384146886142,-0.4792764546486804,-0.1409602374727626,91
PR,P3,24,6,-0.2308343291328735,-0.45848987926628454,-0.008989130127995636,91
PREP,P3,24,1,0.8429511885084014,0.8429511885084014,0.8429511885084014,91
PRI,P1,17,1,-0.7214054594187552,-0.7214054594187552,-0.7214054594187552,91
PRI,P2,20,1,-0.7034940077014104,-0.7034940077014104,-0.7034940077014104,91
PRI,P3,24,1,-0.6796120720782826,-0.6796120720782826,-0.6796120720782826,91
PRO,P2,20,1,-0.8753598022946472,-0.8753598022946472,-0.8753598022946472,91
PRO,P3,24,1,-0.9114520827906492,-0.9114520827906492,-0.9114520827906492,91
PS,P1,17,18,-0.635905241739344,-0.6813570098021311,-0.6200339536534101,91
PS,P2,20,18,-0.6302038297247523,-0.6837940674943663,-0.6164313150528898,91
PS,P3,24,18,-0.6272784477134326,-0.6834822499906968,-0.610822171726535,91
RD,P1,17,8,-0.7667012893852521,-0.7720267128151161,-0.7573665306012993,91
RD,P2,20,10,-0.7679552945455467,-0.7828296312041525,-0.7542202544709499,91
RD,P3,24,10,-0.7737980749463866,-0.79238295042379,-0.7340196017736534,91
RN,P1,17,34,0.6621645030320945,0.5987669063932116,0.6927514112670472,91
RN,P2,20,36,0.6254201449299426,0.5760231194532107,0.67601368350099,91
RN,P3,24,33,0.5637196512650903,0.44551337589085527,0.6254369397437417,91
UDI,P1,17,30,0.703274076179236,0.6158841450514466,0.7474441257021073,91
UDI,P2,20,31,0.6804040841020778,0.5836088905682832,0.7595129791605763,91
UDI,P3,24,30,0.6444718699627978,0.5268567318095758,0.7635980529394465,91
COMUNES,P1,17,2,-0.8859536395143996,-0.8945743167876257,-0.8773329622411735,92
COMUNES,P2,20,1,-0.8830714971896559,-0.8830714971896559,-0.8830714971896559,92
COMUNES,P3,24,1,-0.8562401680280625,-0.8562401680280625,-0.8562401680280625,92
DC,P1,17,15,-0.16490847316996635,-0.30392688001210577,-0.0730212245925787,92
DC,P2,20,14,-0.1681402129234276,-0.2619895303527548,0.01792169566169464,92
DC,P3,24,14,-0.12571332537055463,-0.22502138593126517,0.1264632875037847,92
EVOP,P1,17,6,0.6966003014600821,0.6322062923422503,0.7256129027355247,92
EVOP,P2,20,6,0.6713217830813436,0.6413938283684633,0.7209959606297665,92
EVOP,P3,24,6,0.6704617137330579,0.6207295851537343,0.7149097072484021,92
FRVS,P1,17,1,-0.7320642390339415,-0.7320642390339415,-0.7320642390339415,92
FRVS,P2,20,1,-0.6572096882746016,-0.6572096882746016,-0.6572096882746016,92
FRVS,P3,24,1,-0.5574036205954805,-0.5574036205954805,-0.5574036205954805,92
IND,P1,17,13,-0.5827720411173236,-0.8356849926198386,-0.16690558884963957,92
IND,P2,20,11,-0.5751452823367856,-0.6601663075152082,-0.09317403317588648,92
IND,P3,24,11,-0.7544641611756137,-0.777775911088976,-0.005414533052920396,92
LIBERAL,P1,17,2,-0.6996791836373746,-0.7155794519476668,-0.6837789153270822,92
LIBERAL,P2,20,2,-0.6544841166846567,-0.674877507461761,-0.6340907259075523,92
LIBERAL,P3,24,2,-0.5942240274143664,-0.6206082481472197,-0.5678398066815131,92
PC,P1,17,8,-0.8440710392432045,-0.8784309533473378,-0.8425191770480907,92
PC,P2,20,8,-0.8600479644443744,-0.8659621558527454,-0.839916849343267,92
PC,P3,24,8,-0.8532691295559193,-0.8875307191061019,-0.8308956921217413,92
PCS,P2,20,2,-0.8250576527339887,-0.8270823177703659,-0.8230329876976115,92
PCS,P3,24,1,-0.76283408022527,-0.76283408022527,-0.76283408022527,92
PEV,P1,17,1,-0.9178919401355786,-0.9178919401355786,-0.9178919401355786,92
PEV,P2,20,1,-0.9126674856257033,-0.9126674856257033,-0.9126674856257033,92
PEV,P3,24,1,-0.9057015462792041,-0.9057015462792041,-0.9057015462792041,92
PH,P1,17,3,-0.9469889779524802,-0.9632655957563023,-0.9338522372410236,92
PH,P2,20,2,-0.9320374058780473,-0.9390932383871293,-0.9249815733689652,92
PH,P3,24,2,-0.9296176307274115,-0.9548390670562408,-0.9043961943985822,92
PPD,P1,17,6,-0.6163969682753091,-0.6984984541045685,-0.6011393694287284,92
PPD,P2,20,7,-0.5966629690356755,-0.6761898340414576,-0.578078473172497,92
PPD,P3,24,7,-0.652587778332078,-0.7210245593205173,-0.6113551701214202,92
PR,P1,17,6,-0.35440029913422044,-0.4786300584552644,-0.2454196356948694,92
PR,P2,20,6,-0.29960080696433355,-0.47944040093451434,-0.13382523800359372,92
PR,P3,24,6,-0.20681299494619357,-0.5002426800318047,0.014967292251440473,92
PREP,P3,24,1,0.9194750431674507,0.9194750431674507,0.9194750431674507,92
PRI,P1,17,1,-0.7278056103069404,-0.7278056103069404,-0.7278056103069404,92
PRI,P2,20,1,-0.7077452432475957,-0.7077452432475957,-0.7077452432475957,92
PRI,P3,24,1,-0.6809980871684702,-0.6809980871684702,-0.6809980871684702,92
PRO,P2,20,1,-0.8449085192138707,-0.8449085192138707,-0.8449085192138707,92
PRO,P3,24,1,-0.8572065546725804,-0.8572065546725804,-0.8572065546725804,92
PS,P1,17,18,-0.6582676733826278,-0.6944052973662388,-0.6164087048986506,92
PS,P2,20,18,-0.6478394917086403,-0.678023011779368,-0.6093194675453891,92
PS,P3,24,18,-0.6367032636022949,-0.6686968795474753,-0.5874583834773184,92
RD,P1,17,8,-0.758225976387767,-0.773393699302515,-0.7531397322320486,92
RD,P2,20,10,-0.7624262068323769,-0.7849889840762135,-0.7503906265446285,92
RD,P3,24,10,-0.7524967087692938,-0.7859538510564246,-0.7464595612720409,92
RN,P1,17,34,0.6923945674241303,0.6312916036924209,0.753578132594527,92
RN,P2,20,36,0.6594897185218592,0.6212586514520423,0.7317484636165,92
RN,P3,24,33,0.6152732072414093,0.5256914466969043,0.7116989517903591,92
UDI,P1,17,30,0.7127034666700691,0.6476803629593318,0.7783935859680177,92
UDI,P2,20,31,0.663582179297119,0.6211346594847229,0.8115717096152844,92
UDI,P3,24,30,0.6735516153292643,0.5768149248243409,0.8667866972253951,92
COMUNES,P1,17,2,-0.8823789233812025,-0.8846990641698352,-0.8800587825925699,93
COMUNES,P2,20,1,-0.8819528121206636,-0.8819528121206636,-0.8819528121206636,93
COMUNES,P3,24,1,-0.8751976216702582,-0.8751976216702582,-0.8751976216702582,93
DC,P1,17,15,-0.16775026801340376,-0.2978172539717766,-0.10210079275772091,93
DC,P2,20,14,-0.1669631788032131,-0.25400420468606855,-0.00813586058743743,93
DC,P3,24,14,-0.14514379287007562,-0.20855562340759057,0.06779890017284705,93
EVOP,P1,17,6,0.6886347966745587,0.6492846431400797,0.7203133922896561,93
EVOP,P2,20,6,0.6582726486064805,0.6048193840219781,0.6976251307325472,93
EVOP,P3,24,6,0.6278630157988367,0.5354591405813796,0.667374115323069,93
FRVS,P1,17,1,-0.7046042607378806,-0.7046042607378806,-0.7046042607378806,93
FRVS,P2,20,1,-0.6744735100789736,-0.6744735100789736,-0.6744735100789736,93
FRVS,P3,24,1,-0.6342991758670989,-0.6342991758670989,-0.6342991758670989,93
IND,P1,17,13,-0.5992486380889862,-0.8244739617940793,-0.1798410747257484,93
IND,P2,20,11,-0.5586529493694654,-0.6770726836049736,-0.10004109383715525,93
IND,P3,24,11,-0.64587050599489,-0.8063185666354691,0.001460288386420698,93
LIBERAL,P1,17,2,-0.6796622255545318,-0.6930454724617205,-0.6662789786473431,93
LIBERAL,P2,20,2,-0.6285931866654124,-0.6441402791184832,-0.6130460942123416,93
LIBERAL,P3,24,2,-0.5605011348132531,-0.5789333546608334,-0.542068914965673,93
PC,P1,17,8,-0.85149097047635,-0.8679084205960722,-0.8419263737696482,93
PC,P2,20,8,-0.8648101215603969,-0.873334214487639,-0.8542221789382215,93
PC,P3,24,8,-0.8796537660405499,-0.8888047874878127,-0.8682346845094471,93
PCS,P2,20,2,-0.8185753714156396,-0.8215588450689015,-0.8155918977623778,93
PCS,P3,24,1,-0.790769403896094,-0.790769403896094,-0.790769403896094,93
PEV,P1,17,1,-0.9410071978941243,-0.9410071978941243,-0.9410071978941243,93
PEV,P2,20,1,-0.9327826051826705,-0.9327826051826705,-0.9327826051826705,93
PEV,P3,24,1,-0.9218164815673984,-0.9218164815673984,-0.9218164815673984,93
PH,P1,17,3,-0.9086003123220335,-0.9203461565468694,-0.9041584803452275,93
PH,P2,20,2,-0.9165146377137177,-0.9284397198136687,-0.9045895556137666,93
PH,P3,24,2,-0.9114059459361816,-0.9314005746861771,-0.8914113171861863,93
PPD,P1,17,6,-0.6231471361522791,-0.7046086361630275,-0.5997909217338907,93
PPD,P2,20,7,-0.6210941197242859,-0.685423729711799,-0.58948072143663,93
PPD,P3,24,7,-0.6538791380204458,-0.7360075656400213,-0.6194231983395755,93
PR,P1,17,6,-0.3844981592132095,-0.4966537889631008,-0.268916438022269,93
PR,P2,20,6,-0.3192234308834854,-0.48556642774683595,-0.17303281312306554,93
PR,P3,24,6,-0.2379770896045865,-0.47078327945848364,-0.03940135009672804,93
PREP,P3,24,1,0.8409923114395406,0.8409923114395406,0.8409923114395406,93
PRI,P1,17,1,-0.7450378779523613,-0.7450378779523613,-0.7450378779523613,93
PRI,P2,20,1,-0.730118509353782,-0.730118509353782,-0.730118509353782,93
PRI,P3,24,1,-0.7102260178890089,-0.7102260178890089,-0.7102260178890089,93
PRO,P2,20,1,-0.8526797923053263,-0.8526797923053263,-0.8526797923053263,93
PRO,P3,24,1,-0.890287566320323,-0.890287566320323,-0.890287566320323,93
PS,P1,17,18,-0.6564590495415876,-0.6991066787073215,-0.6208959785811462,93
PS,P2,20,18,-0.6511397947916651,-0.6986762782080401,-0.6185075186027034,93
PS,P3,24,18,-0.6486353234636848,-0.692371326159821,-0.6070916431997883,93
RD,P1,17,8,-0.774982834808013,-0.7822847996171963,-0.7674493068618273,93
RD,P2,20,10,-0.7789125898810054,-0.808769597636404,-0.7588211254025612,93
RD,P3,24,10,-0.7813677815990503,-0.8049968904772928,-0.7581121569393471,93
RN,P1,17,34,0.6885316152684968,0.625527014581257,0.7445186561830864,93
RN,P2,20,36,0.6550549881181645,0.5863729255258366,0.7178039797486687,93
RN,P3,24,33,0.5893767890518247,0.49507463550485387,0.7009876262164761,93
UDI,P1,17,30,0.7097919689261843,0.6429657764881163,0.7848453207943714,93
UDI,P2,20,31,0.7125837753087957,0.6189112938140319,0.8173690386861441,93
UDI,P3,24,30,0.6971516894397705,0.5609007702271204,0.837246288670906,93
COMUNES,P1,17,2,-0.903804608227823,-0.9131692052829605,-0.8944400111726856,94
COMUNES,P2,20,1,-0.8942996327123017,-0.8942996327123017,-0.8942996327123017,94
COMUNES,P3,24,1,-0.8566540732112402,-0.8566540732112402,-0.8566540732112402,94
DC,P1,17,15,-0.1753609578865442,-0.3024227750179779,-0.07967730179349608,94
DC,P2,20,14,-0.1691602967679956,-0.2613103123630941,-0.01374633072854213,94
DC,P3,24,14,-0.14125194756315698,-0.22329507966138717,0.08326829611460028,94
EVOP,P1,17,6,0.7009341789741643,0.607598170590754,0.7368183308729657,94
EVOP,P2,20,6,0.6448072318984261,0.6064068885749829,0.6934415599967587,94
EVOP,P3,24,6,0.6112862481116652,0.5252106636202851,0.6582612941572729,94
FRVS,P1,17,1,-0.7177064770362306,-0.7177064770362306,-0.7177064770362306,94
FRVS,P2,20,1,-0.6842318176119696,-0.6842318176119696,-0.6842318176119696,94
FRVS,P3,24,1,-0.6395989383796211,-0.6395989383796211,-0.6395989383796211,94
IND,P1,17,13,-0.6004323363142452,-0.828255778922056,-0.18431128560110036,94
IND,P2,20,11,-0.5746196836916057,-0.6589344182835706,-0.09121599288574334,94
IND,P3,24,11,-0.7572946872371306,-0.8355844180000976,0.019905273119371555,94
LIBERAL,P1,17,2,-0.6950182871618604,-0.7146801925308183,-0.6753563817929026,94
LIBERAL,P2,20,2,-0.6539945850034934,-0.6756482147421168,-0.6323409552648699,94
LIBERAL,P3,24,2,-0.5992963154590039,-0.6236055776905144,-0.5749870532274934,94
PC,P1,17,8,-0.8440817859098344,-0.8719630690878826,-0.8379726823824938,94
PC,P2,20,8,-0.8597348613397888,-0.8725789770802277,-0.8493807468643688,94
PC,P3,24,8,-0.8735850362809907,-0.9054160593952263,-0.8538568125552723,94
PCS,P2,20,2,-0.8366094513214561,-0.8372100703314662,-0.836008832311446,94
PCS,P3,24,1,-0.8449447924739424,-0.8449447924739424,-0.8449447924739424,94
PEV,P1,17,1,-0.9113878688143823,-0.9113878688143823,-0.9113878688143823,94
PEV,P2,20,1,-0.9398211672115542,-0.9398211672115542,-0.9398211672115542,94
PEV,P3,24,1,-0.9777322317411166,-0.9777322317411166,-0.9777322317411166,94
PH,P1,17,3,-0.9177426351555197,-0.9395762595637231,-0.91429221037504,94
PH,P2,20,2,-0.9413454347298147,-0.953782800137825,-0.9289080693218043,94
PH,P3,24,2,-0.9774164005361812,-1.0041366366345525,-0.9506961644378096,94
PPD,P1,17,6,-0.6106613825626002,-0.6996772099426354,-0.5758394169629386,94
PPD,P2,20,7,-0.6032577216692641,-0.6954926799689707,-0.5958390853047657,94
PPD,P3,24,7,-0.7023914214171176,-0.7511372662636708,-0.6251172926558485,94
PR,P1,17,6,-0.3634700714267446,-0.4823380326363453,-0.24721418131550327,94
PR,P2,20,6,-0.31881882400326067,-0.5012301727318248,-0.1529471824341976,94
PR,P3,24,6,-0.24193864164147555,-0.5321622577736641,-0.02425013901944019,94
PREP,P3,24,1,0.8793738409852573,0.8793738409852573,0.8793738409852573,94
PRI,P1,17,1,-0.7419044456436811,-0.7419044456436811,-0.7419044456436811,94
PRI,P2,20,1,-0.729256757197383,-0.729256757197383,-0.729256757197383,94
