party,target_a,target_b,n_a,n_b,median_a,median_b,delta_b_minus_a,replicate
PH,P1,P2,3,2,-0.955369861709137,-0.9212436375879136,0.03412622412122335,101
PH,P1,P3,3,2,-0.955369861709137,-0.912056135427129,0.043313726282007914,101
PH,P2,P3,2,2,-0.9212436375879136,-0.912056135427129,0.009187502160784566,101
PPD,P1,P2,6,7,-0.6180524194288113,-0.6083032798557532,0.009749139573058119,101
PPD,P1,P3,6,7,-0.6180524194288113,-0.6766912475742504,-0.05863882814543908,101
PPD,P2,P3,7,7,-0.6083032798557532,-0.6766912475742504,-0.0683879677184972,101
PR,P1,P2,6,6,-0.3508657995942184,-0.2895550297902604,0.061310769803958,101
PR,P1,P3,6,6,-0.3508657995942184,-0.19117415908078156,0.15969164051343682,101
PR,P2,P3,6,6,-0.2895550297902604,-0.19117415908078156,0.09838087070947882,101
PRI,P1,P2,1,1,-0.7177283091194806,-0.6966034464326482,0.021124862686832446,101
PRI,P1,P3,1,1,-0.7177283091194806,-0.6684369628502043,0.04929134626927634,101
PRI,P2,P3,1,1,-0.6966034464326482,-0.6684369628502043,0.02816648358244389,101
PRO,P2,P3,1,1,-0.8534636385807594,-0.8402283012174243,0.013235337363335042,101
PS,P1,P2,18,18,-0.6450200155512316,-0.6304444717795537,0.014575543771677912,101
PS,P1,P3,18,18,-0.6450200155512316,-0.6305659061003546,0.014454109450876995,101
PS,P2,P3,18,18,-0.6304444717795537,-0.6305659061003546,-0.0001214343208009172,101
RD,P1,P2,8,10,-0.7600163264225583,-0.7540960430280217,0.005920283394536652,101
RD,P1,P3,8,10,-0.7600163264225583,-0.7535984294927318,0.006417896929826528,101
RD,P2,P3,10,10,-0.7540960430280217,-0.7535984294927318,0.0004976135352898758,101
RN,P1,P2,34,36,0.6974234418115937,0.6668547306471205,-0.030568711164473128,101
RN,P1,P3,34,33,0.6974234418115937,0.6111353649261002,-0.08628807688549345,101
RN,P2,P3,36,33,0.6668547306471205,0.6111353649261002,-0.05571936572102032,101
UDI,P1,P2,30,31,0.730121830035151,0.722577707908249,-0.00754412212690192,101
UDI,P1,P3,30,30,0.730121830035151,0.717313722573707,-0.012808107461444007,101
UDI,P2,P3,31,30,0.722577707908249,0.717313722573707,-0.005263985334542087,101
COMUNES,P1,P2,2,1,-0.8809839283785071,-0.8828327003966128,-0.0018487720181056266,102
COMUNES,P1,P3,2,1,-0.8809839283785071,-0.8593354741907517,0.021648454187755406,102
COMUNES,P2,P3,1,1,-0.8828327003966128,-0.8593354741907517,0.023497226205861033,102
DC,P1,P2,15,14,-0.17873038869221133,-0.15057530001706132,0.028155088675150014,102
DC,P1,P3,15,14,-0.17873038869221133,-0.10481407452605711,0.07391631416615423,102
DC,P2,P3,14,14,-0.15057530001706132,-0.10481407452605711,0.04576122549100421,102
EVOP,P1,P2,6,6,0.7098366150864595,0.6949468922557358,-0.01488972283072365,102
EVOP,P1,P3,6,6,0.7098366150864595,0.704604569920506,-0.005232045165953436,102
EVOP,P2,P3,6,6,0.6949468922557358,0.704604569920506,0.009657677664770214,102
FRVS,P1,P2,1,1,-0.7552362164037421,-0.699595451766104,0.05564076463763801,102
FRVS,P1,P3,1,1,-0.7552362164037421,-0.6254077655825859,0.12982845082115613,102
FRVS,P2,P3,1,1,-0.699595451766104,-0.6254077655825859,0.07418768618351812,102
IND,P1,P2,13,11,-0.6016752968514515,-0.5584439218731685,0.043231374978283,102
IND,P1,P3,13,11,-0.6016752968514515,-0.6755263507178481,-0.07385105386639657,102
IND,P2,P3,11,11,-0.5584439218731685,-0.6755263507178481,-0.11708242884467956,102
LIBERAL,P1,P2,2,2,-0.6964058500143033,-0.6535310483230283,0.042874801691275,102
LIBERAL,P1,P3,2,2,-0.6964058500143033,-0.596364646067995,0.10004120394630833,102
LIBERAL,P2,P3,2,2,-0.6535310483230283,-0.596364646067995,0.05716640225503333,102
PC,P1,P2,8,8,-0.8411486869890598,-0.8458599922656886,-0.004711305276628885,102
PC,P1,P3,8,8,-0.8411486869890598,-0.840436209458545,0.0007124775305147324,102
PC,P2,P3,8,8,-0.8458599922656886,-0.840436209458545,0.005423782807143618,102
PCS,P2,P3,2,1,-0.8290658322674223,-0.8584203109291528,-0.029354478661730576,102
PEV,P1,P2,1,1,-0.9161787712154251,-0.9042811131004201,0.011897658115004983,102
PEV,P1,P3,1,1,-0.9161787712154251,-0.8884175689470801,0.027761202268344998,102
PEV,P2,P3,1,1,-0.9042811131004201,-0.8884175689470801,0.015863544153340015,102
PH,P1,P2,3,2,-0.9209388450662275,-0.9113454681936393,0.00959337687258821,102
PH,P1,P3,3,2,-0.9209388450662275,-0.9101394059085894,0.010799439157638036,102
PH,P2,P3,2,2,-0.9113454681936393,-0.9101394059085894,0.0012060622850498248,102
PPD,P1,P2,6,7,-0.5977985135859327,-0.6206266989512138,-0.022828185365281084,102
PPD,P1,P3,6,7,-0.5977985135859327,-0.6787765933535295,-0.08097807976759674,102
PPD,P2,P3,7,7,-0.6206266989512138,-0.6787765933535295,-0.05814989440231566,102
PR,P1,P2,6,6,-0.35912449609744834,-0.29574894450719746,0.06337555159025088,102
PR,P1,P3,6,6,-0.35912449609744834,-0.20066598457723678,0.15845851152021156,102
PR,P2,P3,6,6,-0.29574894450719746,-0.20066598457723678,0.09508295992996069,102
PRI,P1,P2,1,1,-0.7360661902744443,-0.7211878639072492,0.014878326367195105,102
PRI,P1,P3,1,1,-0.7360661902744443,-0.7013500954176551,0.03471609485678917,102
PRI,P2,P3,1,1,-0.7211878639072492,-0.7013500954176551,0.019837768489594065,102
PRO,P2,P3,1,1,-0.8601029234717017,-0.8649918763223339,-0.004888952850632178,102
PS,P1,P2,18,18,-0.6431615394998127,-0.6325714822702957,0.010590057229517003,102
PS,P1,P3,18,18,-0.6431615394998127,-0.6267591527442999,0.016402386755512754,102
PS,P2,P3,18,18,-0.6325714822702957,-0.6267591527442999,0.005812329525995752,102
RD,P1,P2,8,10,-0.7648060839147012,-0.7675262313659619,-0.0027201474512607016,102
RD,P1,P3,8,10,-0.7648060839147012,-0.7726893771555099,-0.00788329324080872,102
RD,P2,P3,10,10,-0.7675262313659619,-0.7726893771555099,-0.005163145789548018,102
RN,P1,P2,34,36,0.6789899292198311,0.6600707084124913,-0.018919220807339876,102
RN,P1,P3,34,33,0.6789899292198311,0.6380284325321814,-0.0409614966876497,102
RN,P2,P3,36,33,0.6600707084124913,0.6380284325321814,-0.022042275880309825,102
UDI,P1,P2,30,31,0.7160891425053593,0.694685529834881,-0.0214036126704783,102
UDI,P1,P3,30,30,0.7160891425053593,0.6985938857344585,-0.017495256770900802,102
UDI,P2,P3,31,30,0.694685529834881,0.6985938857344585,0.003908355899577498,102
COMUNES,P1,P2,2,1,-0.8661724396922768,-0.8623850540134279,0.0037873856788488425,103
COMUNES,P1,P3,2,1,-0.8661724396922768,-0.8015461052287128,0.06462633446356392,103
COMUNES,P2,P3,1,1,-0.8623850540134279,-0.8015461052287128,0.060838948784715075,103
DC,P1,P2,15,14,-0.17616461324199412,-0.18133224546073745,-0.005167632218743334,103
DC,P1,P3,15,14,-0.17616461324199412,-0.15255201988485279,0.02361259335714133,103
DC,P2,P3,14,14,-0.18133224546073745,-0.15255201988485279,0.028780225575884666,103
EVOP,P1,P2,6,6,0.6525258856639604,0.6512379844667162,-0.0012879011972442012,103
EVOP,P1,P3,6,6,0.6525258856639604,0.6376761107994698,-0.014849774864490572,103
EVOP,P2,P3,6,6,0.6512379844667162,0.6376761107994698,-0.013561873667246371,103
FRVS,P1,P2,1,1,-0.7508882480225557,-0.7026830059701343,0.04820524205242138,103
FRVS,P1,P3,1,1,-0.7508882480225557,-0.6384093499002389,0.11247889812231682,103
FRVS,P2,P3,1,1,-0.7026830059701343,-0.6384093499002389,0.06427365606989544,103
IND,P1,P2,13,11,-0.594389403345612,-0.562243183035286,0.03214622031032599,103
IND,P1,P3,13,11,-0.594389403345612,-0.6881734751579647,-0.09378407181235271,103
IND,P2,P3,11,11,-0.562243183035286,-0.6881734751579647,-0.1259302921226787,103
LIBERAL,P1,P2,2,2,-0.6947036865372851,-0.6357791041518097,0.05892458238547538,103
LIBERAL,P1,P3,2,2,-0.6947036865372851,-0.5572129943045092,0.13749069223277588,103
LIBERAL,P2,P3,2,2,-0.6357791041518097,-0.5572129943045092,0.0785661098473005,103
PC,P1,P2,8,8,-0.8506832324460759,-0.854291296308116,-0.003608063862040045,103
PC,P1,P3,8,8,-0.8506832324460759,-0.8577089039940817,-0.0070256715480058185,103
PC,P2,P3,8,8,-0.854291296308116,-0.8577089039940817,-0.0034176076859657734,103
PCS,P2,P3,2,1,-0.8164265466078235,-0.7872792833738164,0.02914726323400718,103
PEV,P1,P2,1,1,-0.8871768552271643,-0.8976853127162566,-0.010508457489092349,103
PEV,P1,P3,1,1,-0.8871768552271643,-0.9116965893683792,-0.02451973414121489,103
PEV,P2,P3,1,1,-0.8976853127162566,-0.9116965893683792,-0.01401127665212254,103
PH,P1,P2,3,2,-0.9287896097647902,-0.9336402821363645,-0.004850672371574327,103
PH,P1,P3,3,2,-0.9287896097647902,-0.9360887901926156,-0.0072991804278254024,103
PH,P2,P3,2,2,-0.9336402821363645,-0.9360887901926156,-0.0024485080562510753,103
PPD,P1,P2,6,7,-0.631710211886036,-0.618620488480308,0.013089723405728004,103
PPD,P1,P3,6,7,-0.631710211886036,-0.6822230915146384,-0.0505128796286024,103
PPD,P2,P3,7,7,-0.618620488480308,-0.6822230915146384,-0.06360260303433041,103
PR,P1,P2,6,6,-0.38289394878960875,-0.3174321258676658,0.06546182292194297,103
PR,P1,P3,6,6,-0.38289394878960875,-0.23014969530507565,0.1527442534845331,103
PR,P2,P3,6,6,-0.3174321258676658,-0.23014969530507565,0.08728243056259014,103
PRI,P1,P2,1,1,-0.7234279814639436,-0.7124824140882674,0.010945567375676202,103
PRI,P1,P3,1,1,-0.7234279814639436,-0.697888324254033,0.025539657209910582,103
PRI,P2,P3,1,1,-0.7124824140882674,-0.697888324254033,0.01459408983423438,103
PRO,P2,P3,1,1,-0.8422353208623419,-0.8835111150600078,-0.041275794197665916,103
PS,P1,P2,18,18,-0.6592387864653062,-0.6540312840935508,0.005207502371755379,103
PS,P1,P3,18,18,-0.6592387864653062,-0.6518959671540472,0.007342819311259019,103
PS,P2,P3,18,18,-0.6540312840935508,-0.6518959671540472,0.0021353169395036398,103
RD,P1,P2,8,10,-0.7708975199487296,-0.7717184739251618,-0.000820953976432226,103
RD,P1,P3,8,10,-0.7708975199487296,-0.751918086208784,0.018979433739945595,103
RD,P2,P3,10,10,-0.7717184739251618,-0.751918086208784,0.01980038771637782,103
RN,P1,P2,34,36,0.6942795214387949,0.6531005128181954,-0.04117900862059953,103
RN,P1,P3,34,33,0.6942795214387949,0.6076266115178935,-0.08665290992090136,103
RN,P2,P3,36,33,0.6531005128181954,0.6076266115178935,-0.04547390130030182,103
UDI,P1,P2,30,31,0.7087621608470884,0.6860170278936829,-0.022745132953405522,103
UDI,P1,P3,30,30,0.7087621608470884,0.7091701060357871,0.00040794518869868845,103
UDI,P2,P3,31,30,0.6860170278936829,0.7091701060357871,0.02315307814210421,103
COMUNES,P1,P2,2,1,-0.8826227332811465,-0.8835345357401468,-0.0009118024590003548,104
COMUNES,P1,P3,2,1,-0.8826227332811465,-0.8565539508536775,0.026068782427469017,104
COMUNES,P2,P3,1,1,-0.8835345357401468,-0.8565539508536775,0.026980584886469372,104
DC,P1,P2,15,14,-0.1843205389494549,-0.1642023311556918,0.02011820779376311,104
DC,P1,P3,15,14,-0.1843205389494549,-0.12151087015711923,0.06280966879233568,104
DC,P2,P3,14,14,-0.1642023311556918,-0.12151087015711923,0.04269146099857257,104
EVOP,P1,P2,6,6,0.6496842904070124,0.6753346522499194,0.025650361842907032,104
EVOP,P1,P3,6,6,0.6496842904070124,0.7078692032447049,0.05818491283769256,104
EVOP,P2,P3,6,6,0.6753346522499194,0.7078692032447049,0.03253455099478553,104
FRVS,P1,P2,1,1,-0.703801418505075,-0.6712965228907243,0.03250489561435077,104
FRVS,P1,P3,1,1,-0.703801418505075,-0.6279566620715904,0.07584475643348465,104
FRVS,P2,P3,1,1,-0.6712965228907243,-0.6279566620715904,0.04333986081913388,104
IND,P1,P2,13,11,-0.5850842901247333,-0.543214986671605,0.04186930345312834,104
IND,P1,P3,13,11,-0.5850842901247333,-0.6890395635539018,-0.10395527342916855,104
IND,P2,P3,11,11,-0.543214986671605,-0.6890395635539018,-0.14582457688229689,104
LIBERAL,P1,P2,2,2,-0.687380607446058,-0.6326435005471414,0.05473710689891664,104
LIBERAL,P1,P3,2,2,-0.687380607446058,-0.5596606913485851,0.1277199160974729,104
LIBERAL,P2,P3,2,2,-0.6326435005471414,-0.5596606913485851,0.07298280919855626,104
PC,P1,P2,8,8,-0.8419374699381507,-0.8527855802966615,-0.010848110358510854,104
PC,P1,P3,8,8,-0.8419374699381507,-0.8407270349507324,0.0012104349874182407,104
PC,P2,P3,8,8,-0.8527855802966615,-0.8407270349507324,0.012058545345929095,104
PCS,P2,P3,2,1,-0.8168332748051447,-0.8171614202536674,-0.0003281454485227764,104
PEV,P1,P2,1,1,-0.9163318161410003,-0.9096526937547923,0.006679122386208047,104
PEV,P1,P3,1,1,-0.9163318161410003,-0.9007471972398485,0.015584618901151814,104
PEV,P2,P3,1,1,-0.9096526937547923,-0.9007471972398485,0.008905496514943767,104
PH,P1,P2,3,2,-0.9147730191028446,-0.9158497473369069,-0.0010767282340623519,104
PH,P1,P3,3,2,-0.9147730191028446,-0.9262426581476255,-0.011469639044780933,104
PH,P2,P3,2,2,-0.9158497473369069,-0.9262426581476255,-0.01039291081071858,104
PPD,P1,P2,6,7,-0.6244335026254904,-0.6093039622448448,0.015129540380645512,104
PPD,P1,P3,6,7,-0.6244335026254904,-0.6427302403774948,-0.018296737752004466,104
PPD,P2,P3,7,7,-0.6093039622448448,-0.6427302403774948,-0.03342627813264998,104
PR,P1,P2,6,6,-0.3541291352297259,-0.2812815649534718,0.0728475702762541,104
PR,P1,P3,6,6,-0.3541291352297259,-0.18221132731464484,0.17191780791508104,104
PR,P2,P3,6,6,-0.2812815649534718,-0.18221132731464484,0.09907023763882694,104
PRI,P1,P2,1,1,-0.712142217821885,-0.6874976382889286,0.0246445795329564,104
PRI,P1,P3,1,1,-0.712142217821885,-0.654638198911653,0.057504018910232046,104
PRI,P2,P3,1,1,-0.6874976382889286,-0.654638198911653,0.032859439377275645,104
PRO,P2,P3,1,1,-0.8447944293921262,-0.8888374689368618,-0.04404303954473554,104
PS,P1,P2,18,18,-0.6545361655240469,-0.6547214779784949,-0.00018531245444797229,104
PS,P1,P3,18,18,-0.6545361655240469,-0.6488268945888231,0.005709270935223776,104
PS,P2,P3,18,18,-0.6547214779784949,-0.6488268945888231,0.005894583389671748,104
RD,P1,P2,8,10,-0.7664725730529472,-0.7696967566576305,-0.0032241836046832395,104
RD,P1,P3,8,10,-0.7664725730529472,-0.7782145910478308,-0.011742017994883502,104
RD,P2,P3,10,10,-0.7696967566576305,-0.7782145910478308,-0.008517834390200263,104
RN,P1,P2,34,36,0.6769407921789596,0.655584669203785,-0.02135612297517464,104
RN,P1,P3,34,33,0.6769407921789596,0.5782597239110648,-0.0986810682678948,104
RN,P2,P3,36,33,0.655584669203785,0.5782597239110648,-0.07732494529272016,104
UDI,P1,P2,30,31,0.7068781363045487,0.7121771661068726,0.005299029802323996,104
UDI,P1,P3,30,30,0.7068781363045487,0.7228113407314769,0.01593320442692825,104
UDI,P2,P3,31,30,0.7121771661068726,0.7228113407314769,0.010634174624604253,104
COMUNES,P1,P2,2,1,-0.8947841063027901,-0.8737711004423877,0.021013005860402445,105
COMUNES,P1,P3,2,1,-0.8947841063027901,-0.8481958280762765,0.04658827822651368,105
COMUNES,P2,P3,1,1,-0.8737711004423877,-0.8481958280762765,0.025575272366111235,105
DC,P1,P2,15,14,-0.18502988965761857,-0.17319616503132687,0.011833724626291703,105
DC,P1,P3,15,14,-0.18502988965761857,-0.15335483337488692,0.03167505628273165,105
DC,P2,P3,14,14,-0.17319616503132687,-0.15335483337488692,0.019841331656439948,105
EVOP,P1,P2,6,6,0.6890709155789984,0.6496605546296172,-0.03941036094938111,105
EVOP,P1,P3,6,6,0.6890709155789984,0.6039465482050428,-0.08512436737395557,105
EVOP,P2,P3,6,6,0.6496605546296172,0.6039465482050428,-0.04571400642457446,105
FRVS,P1,P2,1,1,-0.7599829341462253,-0.6942284264571843,0.06575450768904101,105
FRVS,P1,P3,1,1,-0.7599829341462253,-0.6065557495384624,0.15342718460776295,105
FRVS,P2,P3,1,1,-0.6942284264571843,-0.6065557495384624,0.08767267691872194,105
IND,P1,P2,13,11,-0.5919873661962242,-0.5559030864733165,0.03608427972290762,105
IND,P1,P3,13,11,-0.5919873661962242,-0.7032609722602539,-0.1112736060640297,105
IND,P2,P3,11,11,-0.5559030864733165,-0.7032609722602539,-0.14735788578693731,105
LIBERAL,P1,P2,2,2,-0.7037866286426384,-0.656976598758152,0.04681002988448646,105
LIBERAL,P1,P3,2,2,-0.7037866286426384,-0.5945632255788376,0.10922340306380085,105
LIBERAL,P2,P3,2,2,-0.656976598758152,-0.5945632255788376,0.06241337317931439,105
PC,P1,P2,8,8,-0.8515098064114588,-0.8480381852270296,0.00347162118442923,105
PC,P1,P3,8,8,-0.8515098064114588,-0.8490080847942729,0.0025017216171858703,105
PC,P2,P3,8,8,-0.8480381852270296,-0.8490080847942729,-0.0009698995672433597,105
PCS,P2,P3,2,1,-0.8222548469839096,-0.7285624849301358,0.09369236205377385,105
PEV,P1,P2,1,1,-0.9147847224057877,-0.9071501697470904,0.00763455265869728,105
PEV,P1,P3,1,1,-0.9147847224057877,-0.8969707662021617,0.017813956203626025,105
PEV,P2,P3,1,1,-0.9071501697470904,-0.8969707662021617,0.010179403544928745,105
PH,P1,P2,3,2,-0.9491819083821994,-0.9281151415250656,0.021066766857133823,105
PH,P1,P3,3,2,-0.9491819083821994,-0.9329498619043107,0.016232046477888673,105
PH,P2,P3,2,2,-0.9281151415250656,-0.9329498619043107,-0.00483472037924515,105
PPD,P1,P2,6,7,-0.6153829110980952,-0.6068034734394776,0.008579437658617572,105
PPD,P1,P3,6,7,-0.6153829110980952,-0.6884096084255111,-0.07302669732741596,105
PPD,P2,P3,7,7,-0.6068034734394776,-0.6884096084255111,-0.08160613498603353,105
PR,P1,P2,6,6,-0.36414448337078786,-0.304279262538665,0.05986522083212287,105
PR,P1,P3,6,6,-0.36414448337078786,-0.21774984644851017,0.1463946369222777,105
PR,P2,P3,6,6,-0.304279262538665,-0.21774984644851017,0.08652941609015483,105
PRI,P1,P2,1,1,-0.7275321568582971,-0.7089158658266698,0.01861629103162732,105
PRI,P1,P3,1,1,-0.7275321568582971,-0.6840941444511655,0.04343801240713163,105
PRI,P2,P3,1,1,-0.7089158658266698,-0.6840941444511655,0.024821721375504313,105
PRO,P2,P3,1,1,-0.8593574084857775,-0.8946514008657437,-0.03529399237996622,105
PS,P1,P2,18,18,-0.6498929017320758,-0.655351342708354,-0.005458440976278234,105
PS,P1,P3,18,18,-0.6498929017320758,-0.6601880713490222,-0.010295169616946431,105
PS,P2,P3,18,18,-0.655351342708354,-0.6601880713490222,-0.0048367286406681975,105
RD,P1,P2,8,10,-0.7675884457708293,-0.769070195451913,-0.0014817496810837216,105
RD,P1,P3,8,10,-0.7675884457708293,-0.7687294745615916,-0.0011410287907622774,105
RD,P2,P3,10,10,-0.769070195451913,-0.7687294745615916,0.00034072089032144426,105
RN,P1,P2,34,36,0.6833986780729187,0.6447063542063975,-0.038692323866521106,105
RN,P1,P3,34,33,0.6833986780729187,0.5877036647550391,-0.09569501331787955,105
RN,P2,P3,36,33,0.6447063542063975,0.5877036647550391,-0.057002689451358446,105
UDI,P1,P2,30,31,0.7262022833188637,0.7053872031967722,-0.020815080122091545,105
UDI,P1,P3,30,30,0.7262022833188637,0.7059749922611767,-0.020227291057687058,105
UDI,P2,P3,31,30,0.7053872031967722,0.7059749922611767,0.000587789064404487,105
COMUNES,P1,P2,2,1,-0.8484092895905258,-0.8554238717492924,-0.007014582158766602,106
COMUNES,P1,P3,2,1,-0.8484092895905258,-0.8366588530222503,0.011750436568275457,106
COMUNES,P2,P3,1,1,-0.8554238717492924,-0.8366588530222503,0.01876501872704206,106
DC,P1,P2,15,14,-0.16050893078203232,-0.14649933006702304,0.014009600715009285,106
DC,P1,P3,15,14,-0.16050893078203232,-0.10031214107211794,0.06019678970991438,106
DC,P2,P3,14,14,-0.14649933006702304,-0.10031214107211794,0.04618718899490509,106
EVOP,P1,P2,6,6,0.7038827033242563,0.6545191827171686,-0.04936352060708771,106
EVOP,P1,P3,6,6,0.7038827033242563,0.6321483020680446,-0.07173440125621167,106
EVOP,P2,P3,6,6,0.6545191827171686,0.6321483020680446,-0.02237088064912396,106
FRVS,P1,P2,1,1,-0.709941438498517,-0.6853930099235108,0.024548428575006165,106
FRVS,P1,P3,1,1,-0.709941438498517,-0.6526617718235036,0.057279666675013385,106
FRVS,P2,P3,1,1,-0.6853930099235108,-0.6526617718235036,0.03273123810000722,106
IND,P1,P2,13,11,-0.5793548382875057,-0.5328387658087732,0.04651607247873246,106
IND,P1,P3,13,11,-0.5793548382875057,-0.6858887892226457,-0.10653395093514006,106
IND,P2,P3,11,11,-0.5328387658087732,-0.6858887892226457,-0.15305002341387253,106
LIBERAL,P1,P2,2,2,-0.7036582613602547,-0.6546701045645177,0.04898815679573698,106
LIBERAL,P1,P3,2,2,-0.7036582613602547,-0.5893525621702019,0.11430569919005273,106
LIBERAL,P2,P3,2,2,-0.6546701045645177,-0.5893525621702019,0.06531754239431575,106
PC,P1,P2,8,8,-0.8539474041465089,-0.8578133025542751,-0.0038658984077661884,106
PC,P1,P3,8,8,-0.8539474041465089,-0.8594453709067262,-0.005497966760217299,106
PC,P2,P3,8,8,-0.8578133025542751,-0.8594453709067262,-0.0016320683524511104,106
PCS,P2,P3,2,1,-0.822946305112042,-0.8083065099880252,0.014639795124016808,106
PEV,P1,P2,1,1,-0.9080285306666669,-0.925543588196442,-0.017515057529775113,106
PEV,P1,P3,1,1,-0.9080285306666669,-0.9488969982361416,-0.04086846756947471,106
PEV,P2,P3,1,1,-0.925543588196442,-0.9488969982361416,-0.023353410039699596,106
PH,P1,P2,3,2,-0.9408996822623232,-0.929665447664588,0.011234234597735204,106
PH,P1,P3,3,2,-0.9408996822623232,-0.9587463106246992,-0.017846628362375938,106
PH,P2,P3,2,2,-0.929665447664588,-0.9587463106246992,-0.029080862960111142,106
PPD,P1,P2,6,7,-0.6343415151392935,-0.6073331481513989,0.02700836698789455,106
PPD,P1,P3,6,7,-0.6343415151392935,-0.6953631157619785,-0.061021600622685024,106
PPD,P2,P3,7,7,-0.6073331481513989,-0.6953631157619785,-0.08802996761057957,106
PR,P1,P2,6,6,-0.3807585470122553,-0.31359889443987,0.06715965257238532,106
PR,P1,P3,6,6,-0.3807585470122553,-0.22291559587265458,0.15784295113960073,106
PR,P2,P3,6,6,-0.31359889443987,-0.22291559587265458,0.09068329856721541,106
PRI,P1,P2,1,1,-0.7140745119629216,-0.6918187297759807,0.02225578218694091,106
