 ,1433,1438,1448,1449,1450,1451,1452,1454,1457,1458,1459,1460,1462,1463,1464,1468,1469,1470,1472,1478,1479,1480,1481,1482,1483,1484,1488,1489,1497,1498,1499,1504,1505,1506,1511,1514,1518,1519,1528,1529,1534,1546,1547,1548,1549,1553,1565,1566,1568,1569,1570,1571,1577,1578,1581,1582,1583,1584,1585,1586,1590,1591,1592,1599,1601,1607,1608,1612,1613,1614,1615,1616,1617,1618,1620,1621,1622,1625,1626,1629,1630,1631,1632,1633,1636,1637,1638,1639,1650,1653,1654,1655,1659,1664,1665,1671,1672,1673,1680,1683,1684,1685,1686
177,9,1,1,1,9,1,1,1,1,6,1,9,9,9,9,1,1,1,9,9,9,1,9,9,9,1,9,9,9,9,9,1,9,9,6,9,1,1,9,9,1,1,1,1,9,9,1,1,1,1,1,1,1,9,9,9,9,9,9,9,1,1,1,9,1,1,9,1,1,1,1,1,1,1,6,1,1,1,1,9,1,1,1,6,1,1,1,1,9,1,9,9,1,9,9,1,1,1,9,9,9,9,9
178,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,6,1,1,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9,9,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,6,9,1,1,1,1,1,1,1,1,9,6,1,1,9,9,9,9,9,9,9,1,1,9,9,6,9,9,9,9,9,1,1,1,1,9,1,1,1,1
179,9,1,9,9,9,9,9,9,9,9,6,1,9,9,9,1,1,1,1,9,1,1,1,1,9,1,9,9,1,1,1,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,9,6,1,6,9,9,9,9,9,9,9,1,1,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,6,9,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
181,1,9,1,1,1,1,1,9,9,9,1,1,9,9,9,1,1,1,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,9,9,9,9,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,9,1,1,6,1,6,6,9,9,9,1,1,1,9,9,9,9,9
185,1,1,1,1,1,1,1,1,9,9,1,1,1,6,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,1,1,1,1,1,1,1,6,9,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1,1,6,9,1,1,1,6,1,6,6,1,9,9,1,1,1,1,1,1,1,1
187,9,9,1,1,1,9,9,9,9,9,6,1,9,9,9,1,1,1,1,9,9,9,9,9,9,1,9,9,1,1,1,9,9,9,6,1,1,9,1,9,9,1,9,1,1,9,9,9,9,9,9,9,9,9,9,1,9,1,1,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9,1,1,1,1,9,9,9,9,9,1,1,1,1,1,1,9,9,9,9
190,1,9,9,9,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,1,1,1,9,9,9,9,9,9,9,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,6,1,9,9,1,1,1,1,1,1,1,9,9,1,1,1,9,1,1,1,6,9,9,9,9,6,9,9,9,9,9,9,1,1,9,9,9,9,9,9
193,1,9,1,1,9,1,9,1,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,9,6,9,9,9,1,1,1,9,9,9,9,1,1,1,1,1,1,1,1,6,1,9,9,1,9,9,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,6,1,1,1,1,1,1,1,9,1,9,9,1,1,1,1,1,6,9,6
195,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,1,1,1,6,9,9,9,1,9,1,9,1,1,1,1,9,9,9,9,6,1,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,9,1,1,1,1,9,9,1,1,1,6,9,9,9,1,1,1,1,1,1,1,6,1,1,1,1,9,9,9,9,9,1,1,1,1,9,9,9,9,9,9,9,1,1,1,9,9,9,9,9
202,1,1,1,1,1,1,1,1,9,9,1,1,9,1,1,1,1,1,1,9,9,9,9,9,9,1,9,1,1,1,1,9,9,1,9,9,1,1,9,9,1,1,1,1,1,9,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,6,1,1,1,1,1,1,6,6,9,1,1,1,1,1,1,1,1,1,1
205,1,9,1,1,1,9,1,1,9,9,1,6,9,9,9,1,1,1,9,9,9,9,9,9,1,9,9,9,1,1,1,9,9,9,9,9,9,9,9,9,1,1,1,1,1,9,1,1,1,1,1,1,1,9,9,9,9,1,1,1,1,1,1,9,9,9,9,1,1,9,1,1,9,1,9,1,1,1,1,1,1,1,1,6,9,1,1,1,6,1,6,6,9,9,9,1,1,1,9,9,9,9,9
206,9,9,9,9,9,1,1,1,1,6,6,1,1,9,9,1,1,1,1,1,9,9,9,9,9,9,1,9,1,1,1,1,1,1,9,9,9,9,1,1,9,9,9,9,9,9,1,6,6,6,6,6,1,6,1,1,1,1,1,1,1,1,1,6,1,9,6,1,1,1,1,1,1,1,1,1,1,9,9,1,6,9,6,6,9,9,9,9,6,1,6,9,1,1,1,1,1,1,1,1,1,1,1
208,9,1,9,9,9,1,1,9,9,9,9,9,1,6,1,1,1,1,1,1,9,9,9,9,1,1,1,9,1,1,1,1,1,1,9,1,1,1,1,1,9,1,9,9,1,9,1,6,6,6,6,6,1,6,1,1,1,1,1,1,1,1,1,6,9,1,6,9,1,1,1,6,1,1,1,9,9,9,9,1,6,9,6,6,1,1,1,9,6,1,6,6,9,9,9,1,1,1,9,9,9,9,9
209,9,9,9,9,9,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,9,1,1,1,9,9,1,6,1,1,1,1,1,9,1,6,1,1,1,1,6,6,6,6,6,1,6,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,9,6,6,1,1,1,1,6,1,6,6,1,9,9,1,1,1,1,9,6,6,6
211,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,9,1,1,1,1,1,1,1,6,9,9,9,1,1,9,1,1,1,6,9,1,1,1,1,9,1,1,1,1,6,1,1,9,9,1,1,1,1,6,1,1,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9
213,1,1,1,1,1,9,1,1,1,6,1,1,1,1,1,1,1,1,1,9,1,1,1,9,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,9,9,9,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,6,1,9,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1
220,1,1,1,1,1,1,1,9,1,6,6,1,1,1,1,1,1,9,1,1,9,9,9,9,1,1,1,1,1,1,1,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,9,9,9,9,9,9,1,9,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,9,1,1,6,1,6,6,1,1,1,1,1,1,9,9,9,9,9
221,9,1,1,1,1,1,1,1,9,9,1,1,9,9,9,1,1,1,9,9,9,9,9,9,1,1,9,9,1,1,1,1,1,1,6,9,1,1,9,9,1,1,1,1,1,9,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,9,9,9,9,1,1,1,1,1,9,1,6,1,1,9,9,1,1,1,1,6,9,9,9,1,6,1,6,9,9,1,1,1,1,1,9,9,9,9,9
222,1,6,1,1,1,1,1,1,9,9,9,1,9,9,1,9,9,9,9,9,9,1,1,6,9,1,9,9,9,9,9,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,9,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,6,6,1,1,1,1,1,1,1,1,1,9,1
224,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1,9,9,1,1,1,1,1,9,1,1,1,1,1,1,1,6,9,9,9,9,9,9,6,1,9,1,9,1,1,1,1,1,1,1,1,9,9,9,9,9,9,1,1,1,9,9,9,9,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,6,1,1,1,1,6,1,6,6,1,1,1,1,1,1,9,9,9,9,9
226,1,1,1,1,1,1,1,1,9,9,1,1,9,1,1,1,1,1,1,1,9,9,9,9,1,1,9,1,1,1,1,1,1,1,6,9,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1
234,9,9,9,9,9,1,1,1,1,6,6,9,9,6,1,1,1,1,9,9,1,9,1,9,9,1,9,9,1,1,1,9,9,9,9,9,1,1,9,9,9,1,1,1,1,1,1,6,6,6,6,6,1,6,1,9,9,1,1,1,1,1,9,6,1,1,6,1,1,1,1,6,1,1,1,1,1,9,9,1,6,9,6,6,1,1,1,1,6,9,9,9,9,9,9,1,1,1,9,9,9,9,9
239,1,9,1,1,1,1,1,1,1,6,1,1,9,1,1,1,1,1,1,1,9,9,1,1,1,1,9,1,1,1,1,1,9,9,9,1,6,1,1,1,1,1,9,9,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,9,6,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,6,1,1,1,1,6,1,6,6,9,1,1,1,1,1,1,9,6,9,9
242,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
660,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
800,1,1,9,9,9,1,1,1,9,9,1,1,9,9,9,1,1,1,1,9,1,1,1,9,1,1,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,1,1,1,1,9,1,1,1,1,9,9,1,9,1,9,1,9,9,9,1,1,1,9,9,9,9,1,1,9,1,1,1,1,6,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,1,1,9,9,9,1,1,6
801,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
802,1,9,1,1,1,9,9,9,9,9,1,1,9,9,1,1,1,1,6,9,9,9,9,9,1,1,9,9,9,1,1,1,1,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,1,1,1,6,1,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,6,1,1,1,1,9,9,9,9,9,9,9,1,1,1,9,9,9,9,9
803,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
804,9,1,1,1,1,1,1,1,1,6,1,1,9,9,9,9,9,9,9,1,9,1,1,1,1,1,9,1,1,1,1,1,1,1,9,9,1,1,9,9,9,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9
805,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,9,9,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,9,9,1,1,9,9,9,1,1,9,9,9,6,6,9,6,1,6,9,9,1,1,9,9,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,9,1,1,6,9,6,6,9,9,9,9,6,1,6,6,9,9,9,9,1,1,9,9,6,6,6
806,1,1,1,9,1,1,9,1,1,6,6,1,9,1,1,9,9,9,9,1,9,9,9,9,9,1,9,9,9,9,9,1,9,9,1,1,1,9,1,1,1,1,9,9,1,9,1,1,6,6,9,9,9,9,9,9,1,1,9,1,9,9,1,6,1,9,9,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,6,6,1,1,1,1,1,1,6,6,1,9,9,1,1,1,1,1,1,9,1
807,1,9,1,6,6,1,1,1,1,6,9,1,1,6,1,1,1,1,1,1,1,1,9,1,1,1,9,9,1,1,1,9,9,9,9,9,9,1,1,1,9,9,9,1,1,1,1,6,6,6,6,6,1,6,9,9,9,1,1,1,9,9,1,6,9,9,9,1,9,1,1,1,1,1,1,1,1,1,9,1,6,9,6,6,9,9,9,9,6,1,6,6,9,9,9,1,1,1,1,9,6,6,6
808,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,9,9,1,9,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1
809,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
810,1,1,9,9,9,1,1,1,9,9,1,1,1,1,1,6,1,1,6,9,9,9,9,9,1,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
811,1,1,1,1,1,1,1,1,1,6,6,1,9,9,9,1,1,1,1,9,9,9,1,1,1,1,9,9,1,1,1,9,1,1,9,9,9,9,9,9,9,1,6,1,1,9,1,6,6,6,6,6,1,6,9,9,9,9,9,9,1,1,1,6,1,1,6,1,1,9,9,9,9,9,1,1,1,1,1,1,6,9,6,6,1,1,1,9,6,1,6,6,1,1,1,1,1,1,1,9,9,9,6
812,1,9,9,9,9,1,1,1,1,6,6,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,9,9,9,1,1,1,1,1,1,9,1,6,9,1,1,1,6,6,6,6,6,6,6,1,1,1,1,1,1,9,1,1,6,1,1,9,1,9,1,1,1,1,1,1,1,1,1,1,1,6,9,6,6,1,1,1,1,6,9,9,9,1,1,1,1,1,1,1,9,6,6,6
813,9,9,9,9,9,1,1,1,9,9,6,1,1,1,1,6,1,6,1,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,9,1,6,6,6,6,6,1,6,9,9,1,1,1,1,1,1,1,9,1,1,9,1,1,1,1,1,1,1,6,1,1,9,9,1,1,1,6,6,1,1,1,1,1,1,6,6,1,9,9,1,1,1,1,1,1,1,1
814,9,9,6,6,6,1,1,1,9,9,6,1,9,1,1,6,1,1,1,9,1,9,9,9,9,1,9,1,1,6,1,1,1,1,9,9,9,9,1,1,9,9,9,9,9,9,1,6,6,6,6,6,1,6,9,9,1,1,1,1,9,1,9,6,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,6,1,6,6,1,1,1,1,6,1,6,6,1,1,1,1,1,1,9,1,1,1,1
815,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
816,1,1,1,6,9,1,1,1,9,9,1,1,1,1,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,9,1,1,1,9,9,1,1,1,9,1,1,9,9,9,9,9,9,1,1,1,9,9,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,9,1,1,1,1,6,1,9,1,9,1,1,1,1,1,9,1,1,1,9
817,9,1,9,9,9,1,1,9,9,9,1,1,9,9,9,1,1,1,6,1,1,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,9,1,1,1,1,1,1,1,1,9,9,9,9,9,9,1,1,1,6,1,9,9,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,6,1,1,1,9,9,9,9,9,9,1,1,9,9,6
818,1,9,1,1,1,9,9,9,9,9,6,1,9,9,9,9,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,6,9,1,9,1,6,6,9,6,9,9,9,9,9,1,1,1,1,9,1,1,6,1,9,6,1,1,1,1,9,1,1,6,1,1,1,1,1,6,1,9,6,1,1,1,1,6,9,6,6,1,9,9,1,1,1,1,9,1,9,1
819,1,9,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,9,1,9,9,9,9,9,1,9,9,1,1,1,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,9,9,1,1,1,1,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,9,1,1,1,1,1,1,6,6,1,1,1,1,1,1,9,9,9,9,9
