839,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
840,1,6,6,1,1,9,1,9,1,9,6,1,1,1,1,1,1,1,1,1,9,1,9,9,9
841,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
842,1,6,6,1,1,1,9,6,1,9,1,9,1,1,1,1,1,9,9,1,1,1,1,1,1
843,9,1,6,9,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1
844,9,9,6,1,1,9,9,9,9,1,9,9,1,9,1,1,1,1,1,1,9,1,6,1,1
845,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
846,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
847,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
848,6,1,1,1,6,1,1,9,9,1,1,1,9,9,9,9,9,9,9,9,9,9,1,1,1
849,9,9,1,1,9,1,1,1,1,9,9,9,1,1,6,9,9,1,1,1,1,9,1,9,9
850,9,6,6,1,1,1,1,9,1,1,9,9,1,9,1,1,1,1,1,1,9,1,9,9,9
851,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
852,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
853,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
854,6,1,1,1,1,1,1,1,1,1,1,1,1,9,9,6,1,1,1,1,1,1,1,1,1
855,9,1,1,1,1,1,9,1,1,1,9,9,1,1,9,6,1,1,9,1,1,6,1,1,1
856,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
857,9,6,6,1,9,1,1,1,9,1,1,1,1,1,6,1,1,9,1,9,9,9,9,9,9
858,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
859,9,1,1,1,9,9,9,1,9,1,1,1,9,1,9,6,1,1,1,1,1,9,9,1,1
860,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
861,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
862,1,6,1,1,9,9,1,1,9,9,6,1,9,9,9,9,1,9,1,1,1,9,1,1,1
863,9,6,6,1,1,9,9,9,1,9,9,1,9,9,9,9,9,6,9,9,9,9,1,1,1
864,9,9,9,9,9,1,1,9,1,1,9,9,9,9,9,9,9,9,1,9,1,1,6,1,1
865,1,6,6,1,9,1,1,9,9,9,6,1,9,9,9,9,9,9,9,9,1,1,6,1,1
866,6,1,1,1,1,1,1,9,1,1,1,1,1,1,1,9,1,9,1,1,9,6,6,1,1
867,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
868,1,6,6,1,1,1,1,6,1,9,9,1,1,6,1,9,1,6,9,9,1,9,1,1,1
869,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
870,1,1,1,1,6,1,9,1,9,1,1,1,1,9,6,6,1,1,1,1,1,9,9,1,1
