iteration,log_likelihood,w2,beta,delta_log_likelihood
1,-7178.065508322709,0.506300000000,4.353900000000,0.000000000000
2,-6386.540638063096,0.498518767191,4.913051238784,791.524870259614
3,-6025.191917393447,0.494728996968,5.795360307993,361.348720669649
4,-5826.236928996989,0.494282954307,6.608400217158,198.954988396457
