iteration,log_likelihood,w2,beta,delta_log_likelihood
99,-82042.569602356525,1.279171671971,20.000000000000,4.745823134261
100,-82038.147641674761,1.281609959553,20.000000000000,4.421960681764
101,-82033.703495095673,1.284029771255,20.000000000000,4.444146579088
102,-82029.397087788951,1.286439326456,20.000000000000,4.306407306722
103,-82024.779159887636,1.288836854370,20.000000000000,4.617927901316
104,-82007.737685148357,1.291229286520,20.000000000000,17.041474739279
105,-82001.596779847940,1.293604814895,20.000000000000,6.140905300417
106,-81997.327494796569,1.295941576054,20.000000000000,4.269285051370
107,-81993.285858966934,1.298262910121,20.000000000000,4.041635829635
108,-81976.794592285078,1.300586069845,20.000000000000,16.491266681856
109,-81972.744420948948,1.302886188506,20.000000000000,4.050171336130
110,-81965.553194339242,1.305183101951,20.000000000000,7.191226609706
111,-81961.662028241059,1.307466500325,20.000000000000,3.891166098183
112,-81957.906677338702,1.309743500313,20.000000000000,3.755350902356
113,-81954.246688331230,1.312007737102,20.000000000000,3.659989007472
114,-81950.683315180897,1.314248626434,20.000000000000,3.563373150333
115,-81947.169535162582,1.316474291381,20.000000000000,3.513780018315
116,-81943.395494777331,1.318693088388,20.000000000000,3.774040385251
117,-81939.941914334020,1.320887697169,20.000000000000,3.453580443311
118,-81936.556823772364,1.323080856643,20.000000000000,3.385090561656
119,-81933.184877125444,1.325257034597,20.000000000000,3.371946646919
120,-81917.476894315652,1.327427788260,20.000000000000,15.707982809792
121,-81914.077473693484,1.329576524725,20.000000000000,0.000000000000
122,-81910.791070256935,1.331734337877,20.000000000000,3.286403436548
123,-81906.785498981466,1.333877729471,20.000000000000,4.005571275469
124,-81902.353795594841,1.336004000880,20.000000000000,4.431703386625
125,-81898.974628479773,1.338101927089,20.000000000000,3.379167115068
126,-81895.119499088687,1.340202332984,20.000000000000,3.855129391086
127,-81891.986369457503,1.342307921541,20.000000000000,3.133129631184
128,-81888.848503111774,1.344393030840,20.000000000000,3.137866345729
129,-81885.405036018958,1.346474358863,20.000000000000,3.443467092817
130,-81882.380537408317,1.348546411576,20.000000000000,3.024498610641
131,-81879.479437016111,1.350592091880,20.000000000000,2.901100392206
132,-81876.585133563261,1.352635724710,20.000000000000,2.894303452849
133,-81873.729921644874,1.354673831556,20.000000000000,2.855211918388
134,-81870.666864043218,1.356700657032,20.000000000000,3.063057601656
135,-81867.912909166407,1.358720838682,20.000000000000,2.753954876811
136,-81865.203846924589,1.360718222513,20.000000000000,2.709062241818
137,-81862.531004052813,1.362713652860,20.000000000000,2.672842871776
138,-81854.629565322597,1.364689737255,20.000000000000,7.901438730216
139,-81851.920034113064,1.366647399540,20.000000000000,2.709531209533
140,-81849.249870386717,1.368608988582,20.000000000000,2.670163726347
141,-81835.414396740234,1.370549701275,20.000000000000,13.835473646483
142,-81832.752487633639,1.372498474052,20.000000000000,2.661909106595
143,-81828.467237029079,1.374427614200,20.000000000000,4.285250604560
144,-81826.000339619364,1.376341692916,20.000000000000,2.466897409715
145,-81822.046588534664,1.378264533297,20.000000000000,3.953751084700
146,-81819.429519920668,1.380193257012,20.000000000000,2.617068613996
147,-81817.001203937310,1.382120868360,20.000000000000,2.428315983358
148,-81814.614963813816,1.384036650946,20.000000000000,2.386240123495
149,-81810.819669626333,1.385944484843,20.000000000000,3.795294187483
150,-81808.484979630855,1.387818011516,20.000000000000,2.334689995478
151,-81806.201304345595,1.389683821306,20.000000000000,2.283675285260
152,-81803.937270110633,1.391543532216,20.000000000000,2.264034234962
153,-81801.690712407610,1.393406436951,20.000000000000,2.246557703023
154,-81799.482278859126,1.395254210973,20.000000000000,2.208433548483
155,-81797.076263493218,1.397101975502,20.000000000000,2.406015365908
156,-81794.920050524684,1.398934814449,20.000000000000,2.156212968534
157,-81792.797836280166,1.400756016959,20.000000000000,2.122214244519
158,-81790.618092561257,1.402567245298,20.000000000000,2.179743718909
159,-81788.206012783863,1.404375299768,20.000000000000,2.412079777394
160,-81785.375757742309,1.406170164936,20.000000000000,2.830255041554
161,-81783.063008871482,1.407949802912,20.000000000000,2.312748870827
162,-81780.034428223866,1.409724380898,20.000000000000,3.028580647617
163,-81777.862311110803,1.411498475488,20.000000000000,2.172117113063
164,-81775.560970103717,1.413261917792,20.000000000000,2.301341007085
165,-81773.250893193690,1.415013156487,20.000000000000,2.310076910027
166,-81761.965173974866,1.416754665764,20.000000000000,11.285719218824
167,-81759.780127160411,1.418501193663,20.000000000000,2.185046814455
168,-81757.796340673303,1.420253255145,20.000000000000,1.983786487108
169,-81755.875403129539,1.421981734058,20.000000000000,1.920937543764
170,-81752.096342387173,1.423715950701,20.000000000000,3.779060742367
171,-81750.200248025692,1.425443756662,20.000000000000,1.896094361480
172,-81748.352394522401,1.427161188469,20.000000000000,1.847853503292
173,-81742.731312866061,1.428867007202,20.000000000000,5.621081656340
174,-81740.902499220523,1.430562427420,20.000000000000,1.828813645538
175,-81739.117391293432,1.432251310151,20.000000000000,1.785107927091
176,-81737.116172288646,1.433933038083,20.000000000000,2.001219004786
177,-81735.372890279919,1.435606856954,20.000000000000,1.743282008727
178,-81724.865730671474,1.437272367263,20.000000000000,10.507159608445
179,-81722.943682790283,1.438930585999,20.000000000000,1.922047881191
180,-81721.198277940057,1.440580292379,20.000000000000,1.745404850226
181,-81719.505765160589,1.442227369179,20.000000000000,1.692512779468
182,-81717.845448248161,1.443868274491,20.000000000000,1.660316912428
183,-81716.173214451046,1.445499166814,20.000000000000,1.672233797115
184,-81714.556740990141,1.447118968354,20.000000000000,1.616473460905
185,-81712.838658384921,1.448737506989,20.000000000000,1.718082605221
186,-81708.077082913442,1.450356470377,20.000000000000,4.761575471479
187,-81703.994538280007,1.451960621089,20.000000000000,4.082544633435
188,-81700.688679085855,1.453577599260,20.000000000000,3.305859194152
189,-81699.108571261604,1.455173644356,20.000000000000,1.580107824251
190,-81697.546045011521,1.456759830984,20.000000000000,1.562526250083
191,-81695.990387848025,1.458348274010,20.000000000000,1.555657163495
192,-81694.457180172947,1.459931818302,20.000000000000,1.533207675078
193,-81689.340398912653,1.461507733241,20.000000000000,5.116781260294
194,-81687.848184174858,1.463075227814,20.000000000000,1.492214737795
195,-81686.373649310073,1.464639039116,20.000000000000,1.474534864785
196,-81677.090374432039,1.466194002046,20.000000000000,9.283274878035
197,-81675.625262817295,1.467744784633,20.000000000000,1.465111614743
198,-81674.183840853351,1.469295404591,20.000000000000,1.441421963944
199,-81672.727102180186,1.470842550417,20.000000000000,1.456738673165
200,-81663.383537171059,1.472381165937,20.000000000000,9.343565009127
201,-81656.100209267577,1.473915408864,20.000000000000,7.283327903482
202,-81654.702590409128,1.475451323480,20.000000000000,1.397618858449
203,-81645.497972534111,1.476979566636,20.000000000000,9.204617875017
204,-81623.643506229186,1.478505885229,20.000000000000,21.854466304925
205,-81614.153080799122,1.479986166309,20.000000000000,9.490425430064
206,-81612.452678643589,1.481469141343,20.000000000000,1.700402155533
207,-81611.136459853573,1.482951218200,20.000000000000,1.316218790016
208,-81609.807825100957,1.484429965271,20.000000000000,1.328634752615
209,-81608.526178304528,1.485901284420,20.000000000000,1.281646796429
210,-81599.253882786754,1.487370967302,20.000000000000,9.272295517774
211,-81597.978601416035,1.488829936966,20.000000000000,1.275281370719
212,-81580.644443081474,1.490288186888,20.000000000000,17.334158334561
213,-81579.392234812229,1.491729577111,20.000000000000,1.252208269245
214,-81578.173806086546,1.493172478365,20.000000000000,1.218428725682
215,-81576.964294424004,1.494610466359,20.000000000000,1.209511662542
216,-81575.217186935668,1.496048941664,20.000000000000,1.747107488336
217,-81573.635420094724,1.497478917776,20.000000000000,1.581766840944
218,-81572.342422071393,1.498906565888,20.000000000000,1.292998023331
219,-81569.944067827411,1.500325799660,20.000000000000,2.398354243982
220,-81568.730032314328,1.501729265389,20.000000000000,1.214035513083
221,-81563.031697350903,1.503135251573,20.000000000000,5.698334963425
222,-81561.790474959795,1.504533483665,20.000000000000,1.241222391109
223,-81553.804486997164,1.505925741090,20.000000000000,7.985987962631
224,-81552.655468732759,1.507314630818,20.000000000000,1.149018264405
225,-81551.531408338822,1.508702564263,20.000000000000,1.124060393937
226,-81550.427078433742,1.510087415619,20.000000000000,1.104329905080
227,-81549.332651923309,1.511472075904,20.000000000000,1.094426510434
228,-81548.246679191478,1.512852359331,20.000000000000,1.085972731831
229,-81541.774565181200,1.514229435279,20.000000000000,6.472114010277
230,-81533.744924687780,1.515597341358,20.000000000000,8.029640493420
231,-81532.679661154049,1.516960580364,20.000000000000,1.065263533732
232,-81530.973739922643,1.518318321371,20.000000000000,1.705921231405
233,-81528.940837830916,1.519672941148,20.000000000000,2.032902091727
234,-81527.811620874578,1.521025114260,20.000000000000,1.129216956338
235,-81526.761181799156,1.522376288095,20.000000000000,1.050439075421
236,-81523.354902551582,1.523720502327,20.000000000000,3.406279247574
237,-81522.358951238217,1.525056993563,20.000000000000,0.995951313365
238,-81521.360301641762,1.526389295213,20.000000000000,0.998649596455
