cohort,party,target_a,target_b,n_a,n_b,median_a,median_b,observed_delta,successful_replicates,enough_replicates,bootstrap_mean_delta,bootstrap_bias,absolute_bias_over_absolute_delta,bootstrap_se,bootstrap_se_mcse_approx,percentile_ci_lower,percentile_ci_upper,basic_ci_lower,basic_ci_upper,proportion_negative,proportion_positive,one_sided_basic_upper,one_sided_percentile_upper,p_left_centered_bootstrap,p_two_sided_centered_bootstrap,eligible_party,primary_hypothesis,percentile_direction,p_left_holm_within_family,negative_supported_basic,negative_supported_percentile,robust_negative
balanced,PEV,P1,P3,1,1,-0.85883701866152,-0.944396190820311,-0.08555917215879105,999,True,-0.008576450158084163,0.07698272200070688,0.8997600147162836,0.042980285626534394,0.0009620309159459019,-0.09332598291012534,0.07587899527755876,-0.24699733959514086,-0.07779236140745677,0.5585585585585585,0.44144144144144143,-0.0890387693234998,0.06085054471301005,0.001,0.442,False,False,inconclusive,,True,False,False
balanced,PH,P1,P3,3,2,-0.899887491424543,-0.9222385018021866,-0.022351010377643532,999,True,0.04761411684247324,0.06996512722011677,3.1302892369509605,0.04096250690834111,0.0009168668254764512,-0.031141012383532375,0.1307271582059689,-0.17542917896125595,-0.013561008371754689,0.1111111111111111,0.8888888888888888,-0.028439565630466214,0.11481471857062231,0.008,0.896,False,False,inconclusive,,True,False,False
balanced,PPD,P1,P3,5,5,-0.513461481115519,-0.702769515563739,-0.18930803444821998,999,True,-0.13352180247784948,0.0557862319703705,0.29468496745514144,0.04288230630432188,0.0009598378375212748,-0.21517056238144844,-0.05225142134495627,-0.3263646475514837,-0.1634455065149915,0.997997997997998,0.002002002002002002,-0.175616927392624,-0.06626901260447762,0.001,0.003,True,False,left,0.01,True,True,True
balanced,PR,P1,P3,6,6,-0.2330479200152035,-0.44982209157550646,-0.21677417156030296,999,True,-0.16443146597630046,0.0523427055840025,0.2414619103708194,0.04342440395080009,0.0009719716492856989,-0.24686723035723554,-0.07616089321522014,-0.3573874499053858,-0.18668111276337038,0.998998998998999,0.001001001001001001,-0.20188646166262303,-0.0948866400777565,0.001,0.002,True,False,left,0.01,True,True,True
balanced,PRI,P1,P3,1,1,-0.648184850333521,-0.688840507540772,-0.04065565720725095,999,True,0.022033982416379813,0.06268963962363076,1.5419659631636713,0.04514160278872233,0.001010407838036564,-0.06805549005437186,0.11225905462109574,-0.19357036903559766,-0.013255824360130036,0.30930930930930933,0.6906906906906907,-0.02785684914231539,0.0963860506362079,0.014,0.704,False,False,inconclusive,,True,False,False
balanced,PS,P1,P3,18,18,-0.5511791654031875,-0.7041165625395276,-0.15293739713634014,999,True,-0.09117110808142473,0.06176628905491541,0.40386648531655206,0.038071792492994236,0.0008521637506551587,-0.16538515426913838,-0.015868154030024905,-0.2900066402426554,-0.1404896400035419,0.992992992992993,0.007007007007007007,-0.1506058023394953,-0.029352557821163163,0.001,0.008,True,False,left,0.01,True,True,True
balanced,RD,P1,P3,7,9,-0.658960824605082,-0.769886920518866,-0.110926095913784,999,True,-0.03282645783012378,0.07809963808366022,0.7040691141276822,0.03616252452917067,0.0008094284644361811,-0.10067921641226642,0.03741735336447295,-0.25926954519204093,-0.12117297541530157,0.8328328328328328,0.16716716716716717,-0.1290127986673353,0.02723724353765017,0.001,0.168,True,False,inconclusive,0.01,True,False,False
balanced,RN,P1,P3,32,31,0.7007673370961209,0.577325817741585,-0.12344151935453596,999,True,-0.11677146852115464,0.006670050833381319,0.05403409540208501,0.040547404380747595,0.0009075755548622394,-0.1965293148826732,-0.039559545966939405,-0.20732349274213252,-0.050353723826398716,0.998998998998999,0.001001001001001001,-0.06080655171430262,-0.04946365779148409,0.001,0.002,True,False,left,0.01,True,True,True
balanced,UDI,P1,P3,27,27,0.721541856809094,0.592240941845502,-0.12930091496359197,999,True,-0.10398326492957569,0.025317650034016287,0.19580410580346727,0.04399371237300231,0.00098471452185816,-0.19520890244383213,-0.014354729338904467,-0.24424710058827948,-0.06339292748335182,0.990990990990991,0.009009009009009009,-0.08205277390181298,-0.03167936133448513,0.001,0.01,True,False,left,0.01,True,True,True
balanced,COMUNES,P2,P3,1,1,-0.839725677005907,-0.828296659615552,0.011429017390354956,999,True,0.054415910115395094,0.04298689272504014,3.761206344940654,0.02794798293429623,0.0006255617716165789,0.0011698289891187341,0.10943998508215558,-0.08658195030144566,0.02168820579159118,0.023023023023023025,0.9769769769769769,0.013705296537048547,0.10107677892260178,0.127,0.897,False,False,right,,False,False,False
balanced,DC,P2,P3,14,14,-0.1715803064734725,-0.34047036430029454,-0.16889005782682204,999,True,-0.14756091487161954,0.021329142955202496,0.12629010392709533,0.027609802594623773,0.00061799225603083,-0.1995364275281962,-0.08801859332111392,-0.24976152233253016,-0.13824368812544788,1.0,0.0,-0.14778968870060222,-0.09928892111228953,0.001,0.001,True,False,left,0.01,True,True,True
balanced,EVOP,P2,P3,6,6,0.6751764274662135,0.689692482330625,0.014516054864411432,999,True,-0.013955044544126532,-0.028471099408537964,1.961352424916751,0.029862985217419192,0.0006684254095290714,-0.07506767988616031,0.04362459281468791,-0.014592483085865048,0.10409978961498317,0.6886886886886887,0.3113113113113113,0.09198084740094119,0.03552776014824316,0.926,0.763,True,False,inconclusive,0.926,False,False,False
balanced,FRVS,P2,P3,1,1,-0.639562775792681,-0.625229301774373,0.014333474018307979,999,True,0.052280353400850126,0.03794687938254215,2.647430715964116,0.026260160491413824,0.000587783116891265,0.0020925712112277077,0.10647494977255358,-0.07780800173593762,0.02657437682538825,0.023023023023023025,0.9769769769769769,0.016884010549555493,0.09336243961140675,0.185,0.839,False,False,right,,False,False,False
balanced,IND,P2,P3,11,11,-0.532194455682746,-0.775545381012329,-0.2433509253295829,999,True,-0.202662882524207,0.04068804280537591,0.1671990470152105,0.03014737047257965,0.0006747908257545657,-0.26210861520346207,-0.14222869665509205,-0.34447315400407374,-0.22459323545570375,1.0,0.0,-0.23648905020387798,-0.15587342267430887,0.001,0.001,True,False,left,0.01,True,True,True
balanced,LIBERAL,P2,P3,2,2,-0.6008448048626356,-0.6400550061777015,-0.03921020131506592,999,True,0.003783803103028135,0.042994004418094055,1.0965004763077886,0.023334713395788128,0.0005223026179152745,-0.03969693526244029,0.050210132043408816,-0.12863053467354066,-0.03872346736769155,0.43043043043043044,0.5695695695695696,-0.04432321886537647,0.04167002832109124,0.002,0.571,False,False,inconclusive,,True,False,False
balanced,PC,P2,P3,7,7,-0.804715620725597,-0.901322606148173,-0.09660698542257595,999,True,-0.05611189453646541,0.040495090886110544,0.41917352776279987,0.02141982809155821,0.00047944159835000755,-0.09886921055747479,-0.01400451046558489,-0.179209460379567,-0.09434476028767712,0.992992992992993,0.007007007007007007,-0.10252905224909925,-0.020149707670433167,0.001,0.008,True,False,left,0.01,True,True,True
balanced,PCS,P2,P3,1,1,-0.768102296495169,-0.772951210860945,-0.004848914365775947,999,True,0.03614955155993391,0.040998465925709854,8.455184569783402,0.02742291016679215,0.0006138090289789556,-0.014567529412374087,0.0896631618545659,-0.09936099058611779,0.004869700680822193,0.09009009009009009,0.9099099099099099,-0.002700867755436053,0.08122081602863607,0.041,0.95,False,False,inconclusive,,True,False,False
balanced,PEV,P2,P3,1,1,-0.895505235301001,-0.944396190820311,-0.04889095551931,999,True,-0.004900828661762396,0.0439901268575476,0.899760014716285,0.024560163215162502,0.0005497319519690866,-0.05332913309149996,0.043359425872890225,-0.1411413369115102,-0.044452777947120034,0.5585585585585585,0.44144144144144143,-0.05087929675628755,0.03477173983600603,0.001,0.442,False,False,inconclusive,,True,False,False
balanced,PH,P2,P3,2,2,-0.90519762497366,-0.9222385018021866,-0.01704087682852662,999,True,0.023779427167348915,0.04082030399587554,2.3954344841893285,0.02241531220013445,0.000501723592869652,-0.021444928491496342,0.06649571610098892,-0.10057746975804216,-0.012636825165556895,0.13713713713713713,0.8628628628628628,-0.021448465168797438,0.06089510721126539,0.006,0.868,False,False,inconclusive,,True,False,False
balanced,PPD,P2,P3,5,5,-0.604162414555985,-0.702769515563739,-0.09860710100775405,999,True,-0.07070295096468311,0.02790415004307094,0.28298317015603847,0.027455525185288335,0.0006145390533531563,-0.12195900138705326,-0.014780763428326857,-0.18243343858718125,-0.07525520062845484,0.992992992992993,0.007007007007007007,-0.08510853383140263,-0.02592887681796085,0.001,0.008,True,False,left,0.01,True,True,True
balanced,PR,P2,P3,6,6,-0.3028728080782735,-0.44982209157550646,-0.14694928349723296,999,True,-0.117699452648401,0.029249830848831967,0.1990471144378376,0.02601697054564301,0.0005823397783264256,-0.16883312206158665,-0.06584322710417673,-0.2280553398902892,-0.12506544493287927,1.0,0.0,-0.1337025535455445,-0.073442035230932,0.001,0.001,True,False,left,0.01,True,True,True
balanced,PRI,P2,P3,1,1,-0.665608703422343,-0.688840507540772,-0.023231804118428956,999,True,0.012590847095074168,0.03582265121350312,1.5419659631636744,0.02579520159355562,0.0005773759074494653,-0.038888851459640675,0.06414803121205476,-0.11061163944891267,-0.007574756777217237,0.30930930930930933,0.6906906906906907,-0.015918199509894423,0.05507774322069075,0.014,0.704,False,False,inconclusive,,True,False,False
balanced,PRO,P2,P3,1,1,-0.807806208531565,-0.908890778604038,-0.10108457007247296,999,True,-0.06942007153443057,0.03166449853804239,0.3132475957046699,0.02969416238852513,0.0006646466356483025,-0.1307427207995844,-0.011609575941183219,-0.1905595642037627,-0.07142641934536151,0.992992992992993,0.007007007007007007,-0.08363662000870031,-0.021624628087577803,0.001,0.008,False,False,left,,True,True,False
balanced,PS,P2,P3,18,18,-0.6040626547048135,-0.7041165625395276,-0.10005390783471413,999,True,-0.05782809246316511,0.04222581537154902,0.4220306461323302,0.023552303265671485,0.0005271729480857936,-0.10251793873620973,-0.011941424200334711,-0.18816639146909356,-0.09758987693321852,0.992992992992993,0.007007007007007007,-0.10292717867539967,-0.017835529906966435,0.001,0.008,True,False,left,0.01,True,True,True
balanced,RD,P2,P3,9,9,-0.712907933141939,-0.769886920518866,-0.05697898737692697,999,True,-0.013955216969748163,0.04302377040717881,0.755081344681826,0.02183198790207675,0.0004886670019100167,-0.05403012939885132,0.030615097099153128,-0.14457307185300708,-0.05992784535500262,0.7407407407407407,0.25925925925925924,-0.06451014344263588,0.02321599420594068,0.001,0.26,True,False,inconclusive,0.01,True,False,False
balanced,RN,P2,P3,32,31,0.6482822732682885,0.577325817741585,-0.07095645552670349,999,True,-0.06796525344937258,0.002991202077330904,0.042155460769953565,0.024869263848514615,0.0005566505743348629,-0.11697541995103226,-0.01886313375132164,-0.12304977730208533,-0.024937491102374712,0.996996996996997,0.003003003003003003,-0.03302449259580169,-0.028346934097228046,0.002,0.005,True,False,left,0.01,True,True,True
balanced,UDI,P2,P3,27,27,0.650840823750527,0.592240941845502,-0.058599881905024964,999,True,-0.05074103523890638,0.007858846666118587,0.13411028163598887,0.03050021772854645,0.0006826886320138423,-0.10561141885888974,0.010631577584839772,-0.1278313413948897,-0.011588344951160193,0.948948948948949,0.05105105105105105,-0.017585296171736042,0.0008509271495905729,0.015,0.066,True,False,inconclusive,0.03,True,False,False
continuous,COMUNES,P1,P2,1,1,-0.848297440048674,-0.839725677005907,0.008571763042767078,999,True,0.040811932586546314,0.032240169543779236,3.761206344940175,0.02096098720072214,0.00046917132871243346,0.0008773717418384858,0.08207998881161653,-0.06493646272608238,0.01626615434369567,0.023023023023023025,0.9769769769769769,0.010278972402788253,0.07580758419195185,0.127,0.897,False,False,right,,False,False,False
continuous,DC,P1,P2,12,12,-0.019862581324394498,-0.126573786162005,-0.10671120483761048,999,True,-0.08887025364043596,0.01784095119717452,0.16718910843827767,0.019687710582682812,0.00044067148388244356,-0.1259920152250701,-0.04816728473583409,-0.16525512493938688,-0.08743039445015088,1.0,0.0,-0.09401516077588701,-0.05604722881674695,0.001,0.001,True,False,left,0.009000000000000001,True,True,True
continuous,EVOP,P1,P2,6,6,0.6782538439126959,0.6751764274662135,-0.003077416446482406,999,True,-0.017169279281655445,-0.014091862835173039,4.579121181756381,0.023555267308607915,0.0005272392924783323,-0.06417944501827211,0.02808428495975173,-0.03423911785271654,0.058024612125307296,0.7557557557557557,0.24424424424424424,0.0512272079792653,0.02052401448324488,0.652,0.896,True,False,inconclusive,0.652,False,False,False
continuous,FRVS,P1,P2,1,1,-0.650312881306413,-0.639562775792681,0.010750105513732011,999,True,0.03921026505063761,0.028460159536905602,2.647430715963769,0.019695120368560377,0.000440837337668449,0.0015694284084205822,0.07985621232941444,-0.058356001301950414,0.01993078261904344,0.023023023023023025,0.9769769769769769,0.01266300791216878,0.07002182970855511,0.185,0.839,False,False,right,,False,False,False
continuous,IND,P1,P2,8,8,-0.1736703936396495,-0.31355018333937545,-0.13987978969972595,999,True,-0.11717532338402098,0.02270446631570497,0.1623141296140328,0.020296809069257425,0.0004543049804122777,-0.1559408254563996,-0.07575657928213245,-0.20400300011731945,-0.1238187539430523,1.0,0.0,-0.13162039814465648,-0.0844707583473329,0.001,0.001,True,False,left,0.009000000000000001,True,True,True
continuous,LIBERAL,P1,P2,2,2,-0.5714371538763365,-0.6008448048626356,-0.02940765098629905,999,True,0.0028378523272711057,0.03224550331357016,1.09650047630779,0.01750103504684108,0.00039172696343645557,-0.029772701446829593,0.03765759903255749,-0.0964729010051556,-0.029042600525768507,0.43043043043043044,0.5695695695695696,-0.033242414149031556,0.031252521240818176,0.002,0.571,False,False,inconclusive,,True,False,False
continuous,PC,P1,P2,7,7,-0.735586384401118,-0.804715620725597,-0.06912923632447898,999,True,-0.04578459134812156,0.023344644976357423,0.33769568734684513,0.016365287686913397,0.00036630544617506666,-0.0774599572999246,-0.015176033796844601,-0.12308243885211337,-0.06079851534903337,0.998998998998999,0.001001001001001001,-0.06517968053790857,-0.019215169723906213,0.001,0.002,True,False,left,0.009000000000000001,True,True,True
continuous,PEV,P1,P2,1,1,-0.85883701866152,-0.895505235301001,-0.036668216639481055,999,True,-0.003675621496321768,0.03299259514315929,0.899760014716282,0.018420122411371895,0.0004122989639768154,-0.03999684981862538,0.03251956940466853,-0.10585600268363064,-0.03333958346033673,0.5585585585585585,0.44144144144144143,-0.03815947256721225,0.026078804877004026,0.001,0.442,False,False,inconclusive,,True,False,False
continuous,PH,P1,P2,1,1,-0.881183428520794,-0.923362924446435,-0.042179495925640964,999,True,-0.013397652885006696,0.028781843040634268,0.6823657421457651,0.018338717672499415,0.00041047687567846583,-0.050834647812701125,0.02309556207564335,-0.10745455392692528,-0.0335243440385808,0.7687687687687688,0.23123123123123124,-0.03971086527521409,0.01749701261599107,0.001,0.232,False,False,inconclusive,,True,False,False
continuous,PPD,P1,P2,4,4,-0.571914430204139,-0.6327796404110104,-0.06086521020687141,999,True,-0.03428970225796768,0.02657550794890373,0.4366288699008465,0.01737815376762116,0.00038897650266409717,-0.06840308836710339,-0.000987266488004557,-0.12074315392573827,-0.053327332046639433,0.977977977977978,0.022022022022022022,-0.060436740599688024,-0.0068464544483357774,0.001,0.023,False,False,left,,True,True,False
continuous,PR,P1,P2,5,5,-0.345202449763322,-0.437225962224843,-0.09202351246152102,999,True,-0.0685538668311068,0.023469645630414218,0.2550396632624503,0.02055019079122571,0.00045997644225846446,-0.10765957714675459,-0.02996968058875515,-0.15407734433428688,-0.07638744777628745,0.997997997997998,0.002002002002002002,-0.08318722199493174,-0.034743921036992795,0.001,0.003,True,False,left,0.009000000000000001,True,True,True
continuous,PRI,P1,P2,1,1,-0.648184850333521,-0.665608703422343,-0.017423853088821994,999,True,0.009443135321305645,0.02686698841012764,1.541965963163667,0.019346401195166715,0.0004330319305870989,-0.029166638594731193,0.048111023409040984,-0.08295872958668497,-0.005681067582912796,0.30930930930930933,0.6906906906906907,-0.011938649632420967,0.041308307415517165,0.014,0.704,False,False,inconclusive,,True,False,False
continuous,PS,P1,P2,17,17,-0.554784136373588,-0.606830700711562,-0.052046564337973944,999,True,-0.03247034263877574,0.019576221699198204,0.3761289904185876,0.020090060092406947,0.00044967730275330116,-0.07034065648889357,0.006473589409628998,-0.11056671808557689,-0.03375247218705432,0.94994994994995,0.05005005005005005,-0.03792639588181882,6.039537281531346e-06,0.002,0.052,True,False,inconclusive,0.009000000000000001,True,False,False
continuous,RD,P1,P2,7,7,-0.658960824605082,-0.706979031954483,-0.04801820734940099,999,True,-0.012377942110038152,0.03564026523936284,0.7422239855817409,0.016280161697109448,0.0003644000648415528,-0.04289021087430357,0.019129150062409218,-0.11516556476121119,-0.0531462038244984,0.7697697697697697,0.23023023023023023,-0.057389553026063404,0.014065127775773982,0.001,0.231,True,False,inconclusive,0.009000000000000001,True,False,False
continuous,RN,P1,P2,26,26,0.7167656664086846,0.6526979235982905,-0.06406774281039407,999,True,-0.05123549828387902,0.012832244526515046,0.20029181556296688,0.018239291671352312,0.00040825141613211666,-0.08572324835019819,-0.0170743096274708,-0.11106117599331733,-0.042412237270589945,0.998998998998999,0.001001001001001001,-0.046934979260563094,-0.02078502280568762,0.001,0.002,True,False,left,0.009000000000000001,True,True,True
continuous,UDI,P1,P2,22,22,0.7221332755509555,0.6838279387131105,-0.03830533683784498,999,True,-0.03821252545198707,9.281138585791326e-05,0.0024229361629374132,0.0194148058939839,0.0004345630380262145,-0.07509812297658103,-0.0007252704281554938,-0.07588540324753447,-0.0015125506991089388,0.9769769769769769,0.023023023023023025,-0.0071545447367942355,-0.006173708415541687,0.018,0.041,True,False,left,0.036,True,True,True
continuous,COMUNES,P1,P3,1,1,-0.848297440048674,-0.828296659615552,0.020000780433122034,999,True,0.09522784270194141,0.07522706226881938,3.761206344940449,0.048908970135018374,0.0010947331003290125,0.00204720073095722,0.19151997389377212,-0.15151841302752805,0.03795436013528685,0.023023023023023025,0.9769769769769769,0.0239842689398368,0.17688436311455363,0.127,0.897,False,False,right,,False,False,False
continuous,DC,P1,P3,12,12,-0.019862581324394498,-0.268855392612152,-0.24899281128775752,999,True,-0.20361179273586985,0.04538101855188767,0.18225834841248273,0.045267647930476065,0.0010132291157783065,-0.2887774092230033,-0.11008804098795294,-0.3878975815875621,-0.20920821335251172,1.0,0.0,-0.2268353596068368,-0.1255092421365623,0.001,0.001,True,False,left,0.009000000000000001,True,True,True
continuous,EVOP,P1,P3,6,6,0.6782538439126959,0.689692482330625,0.011438638417929026,999,True,-0.031124323825781973,-0.042562962243711,3.720981526699666,0.04905423954703395,0.0010979846763356175,-0.12952286566805232,0.06438201933527693,-0.04150474249941888,0.15240014250391037,0.7357357357357357,0.26426426426426425,0.1336262137322473,0.05135600662368729,0.87,0.866,True,False,inconclusive,0.87,False,False,False
continuous,FRVS,P1,P3,1,1,-0.650312881306413,-0.625229301774373,0.02508357953203999,999,True,0.09149061845148773,0.06640703891944774,2.647430715963967,0.0459552808599742,0.001028620454559714,0.0036619996196482897,0.186331162101968,-0.13616400303788803,0.04650515944443169,0.023023023023023025,0.9769769769769769,0.029547018461724275,0.16338426931996186,0.185,0.839,False,False,right,,False,False,False
continuous,IND,P1,P3,8,8,-0.1736703936396495,-0.358627945170356,-0.1849575515307065,999,True,-0.12943942882653936,0.055518122704167144,0.30016683419898144,0.04218942552801507,0.0009443290357961362,-0.2094479838282393,-0.04515008408577437,-0.32476501897563864,-0.16046711923317372,0.997997997997998,0.002002002002002002,-0.17826610469520698,-0.0613273066231582,0.001,0.003,True,False,left,0.009000000000000001,True,True,True
continuous,LIBERAL,P1,P3,2,2,-0.5714371538763365,-0.6400550061777015,-0.06861785230136497,999,True,0.006621655430299242,0.07523950773166421,1.0965004763077892,0.0408357484426292,0.00091402958135173,-0.06946963670926988,0.08786773107596631,-0.22510343567869623,-0.06776606789346006,0.43043043043043044,0.5695695695695696,-0.07756563301440803,0.07292254956190942,0.002,0.571,False,False,inconclusive,,True,False,False
continuous,PC,P1,P3,7,7,-0.735586384401118,-0.901322606148173,-0.16573622174705493,999,True,-0.10189648588458697,0.06383973586246797,0.38518879692997693,0.035592379847464516,0.0007966668738053169,-0.17129396150604825,-0.032608258992782406,-0.29886418450132746,-0.16017848198806162,0.997997997997998,0.002002002002002002,-0.17275255597656738,-0.04357304538614202,0.001,0.003,True,False,left,0.009000000000000001,True,True,True
continuous,PEV,P1,P3,1,1,-0.85883701866152,-0.944396190820311,-0.08555917215879105,999,True,-0.008576450158084163,0.07698272200070688,0.8997600147162836,0.042980285626534394,0.0009620309159459019,-0.09332598291012534,0.07587899527755876,-0.24699733959514086,-0.07779236140745677,0.5585585585585585,0.44144144144144143,-0.0890387693234998,0.06085054471301005,0.001,0.442,False,False,inconclusive,,True,False,False
continuous,PH,P1,P3,1,1,-0.881183428520794,-0.97960225234729,-0.09841882382649603,999,True,-0.031261190065015626,0.0671576337614804,0.6823657421457664,0.04279034123583195,0.0009577793765830865,-0.11861417822963487,0.05388964484316714,-0.2507272924961592,-0.07822346942335719,0.7687687687687688,0.23123123123123124,-0.09265868564216814,0.04082636277064648,0.001,0.232,False,False,inconclusive,,True,False,False
continuous,PPD,P1,P3,4,4,-0.571914430204139,-0.7139332540201725,-0.14201882381603348,999,True,-0.08482809493657884,0.057190728879454644,0.40269822931034577,0.040196529851384305,0.0008997219042886131,-0.16509079670167862,-0.008699747213644147,-0.2753379004184228,-0.11894685093038834,0.9819819819819819,0.018018018018018018,-0.13488157147941238,-0.02128814917856904,0.001,0.019,False,False,left,,True,True,False
continuous,PR,P1,P3,5,5,-0.345202449763322,-0.559923978840204,-0.21472152907688197,999,True,-0.15506539511273087,0.05965613396415109,0.2778302400351804,0.04726415678154476,0.0010579171212368357,-0.24216533596344536,-0.06316946567428905,-0.3662735924794749,-0.18727772219031857,0.997997997997998,0.002002002002002002,-0.1974352940818839,-0.07854501281487936,0.001,0.003,True,False,left,0.009000000000000001,True,True,True
continuous,PRI,P1,P3,1,1,-0.648184850333521,-0.688840507540772,-0.04065565720725095,999,True,0.022033982416379813,0.06268963962363076,1.5419659631636713,0.04514160278872233,0.001010407838036564,-0.06805549005437186,0.11225905462109574,-0.19357036903559766,-0.013255824360130036,0.30930930930930933,0.6906906906906907,-0.02785684914231539,0.0963860506362079,0.014,0.704,False,False,inconclusive,,True,False,False
continuous,PS,P1,P3,17,17,-0.554784136373588,-0.69756033345289,-0.142776197079302,999,True,-0.08153085033293439,0.06124534674636761,0.42896048500542555,0.038853986794145,0.0008696716636207062,-0.1555190636819589,-0.002844071388965712,-0.2827083227696383,-0.13003333047664511,0.980980980980981,0.01901901901901902,-0.14083024169219732,-0.01674653769780558,0.001,0.02,True,False,left,0.009000000000000001,True,True,True
continuous,RD,P1,P3,7,7,-0.658960824605082,-0.769886920518866,-0.110926095913784,999,True,-0.028478880384480723,0.08244721552930327,0.743262573609229,0.03714253933900259,0.0008313642084965022,-0.09964129895045767,0.04787475972793355,-0.2697269515555015,-0.12221089287711032,0.7887887887887888,0.21121121121121122,-0.13257165943364083,0.03248283334657029,0.001,0.212,True,False,inconclusive,0.009000000000000001,True,False,False
continuous,RN,P1,P3,26,26,0.7167656664086846,0.5788023390076364,-0.1379633274010481,999,True,-0.12132382766088011,0.016639499740168,0.12060813589830531,0.04012379306615115,0.0008980938314384501,-0.20142915057987074,-0.045562381732018785,-0.23036427307007742,-0.07449750422222548,0.998998998998999,0.001001001001001001,-0.08999590960906478,-0.05529643937270647,0.001,0.002,True,False,left,0.009000000000000001,True,True,True
continuous,UDI,P1,P3,22,22,0.7221332755509555,0.6332939042030685,-0.088839371347887,999,True,-0.08548437599048646,0.0033549953574005392,0.03776473546016753,0.04282819274107146,0.0009586266096278343,-0.1667629079758135,-0.0003152073286109689,-0.17736353536716304,-0.010915834719960493,0.974974974974975,0.025025025025025027,-0.024742416456223826,-0.014544138588017983,0.017,0.042,True,False,left,0.034,True,True,True
continuous,COMUNES,P2,P3,1,1,-0.839725677005907,-0.828296659615552,0.011429017390354956,999,True,0.054415910115395094,0.04298689272504014,3.761206344940654,0.02794798293429623,0.0006255617716165789,0.0011698289891187341,0.10943998508215558,-0.08658195030144566,0.02168820579159118,0.023023023023023025,0.9769769769769769,0.013705296537048547,0.10107677892260178,0.127,0.897,False,False,right,,False,False,False
continuous,DC,P2,P3,12,12,-0.126573786162005,-0.268855392612152,-0.14228160645014704,999,True,-0.1147415390954339,0.027540067354713135,0.19356027839313641,0.02606326883837913,0.0005833760764412097,-0.1642502134856003,-0.06108860371000996,-0.2234746091902841,-0.12031299941469378,1.0,0.0,-0.13067979706307228,-0.07029566483201757,0.001,0.001,True,False,left,0.009000000000000001,True,True,True
continuous,EVOP,P2,P3,6,6,0.6751764274662135,0.689692482330625,0.014516054864411432,999,True,-0.013955044544126532,-0.028471099408537964,1.961352424916751,0.029862985217419192,0.0006684254095290714,-0.07506767988616031,0.04362459281468791,-0.014592483085865048,0.10409978961498317,0.6886886886886887,0.3113113113113113,0.09198084740094119,0.03552776014824316,0.926,0.763,True,False,inconclusive,0.926,False,False,False
continuous,FRVS,P2,P3,1,1,-0.639562775792681,-0.625229301774373,0.014333474018307979,999,True,0.052280353400850126,0.03794687938254215,2.647430715964116,0.026260160491413824,0.000587783116891265,0.0020925712112277077,0.10647494977255358,-0.07780800173593762,0.02657437682538825,0.023023023023023025,0.9769769769769769,0.016884010549555493,0.09336243961140675,0.185,0.839,False,False,right,,False,False,False
continuous,IND,P2,P3,8,8,-0.31355018333937545,-0.358627945170356,-0.045077761830980556,999,True,-0.012264105442518389,0.03281365638846217,0.7279344638160441,0.02684039517019237,0.0006007705526737832,-0.06313042552633125,0.03773901357469941,-0.12789453723666053,-0.027025098135629866,0.6876876876876877,0.3123123123123123,-0.03483812977157003,0.031121901487179287,0.004,0.316,True,False,inconclusive,0.012,True,False,False
continuous,LIBERAL,P2,P3,2,2,-0.6008448048626356,-0.6400550061777015,-0.03921020131506592,999,True,0.003783803103028135,0.042994004418094055,1.0965004763077886,0.023334713395788128,0.0005223026179152745,-0.03969693526244029,0.050210132043408816,-0.12863053467354066,-0.03872346736769155,0.43043043043043044,0.5695695695695696,-0.04432321886537647,0.04167002832109124,0.002,0.571,False,False,inconclusive,,True,False,False
continuous,PC,P2,P3,7,7,-0.804715620725597,-0.901322606148173,-0.09660698542257595,999,True,-0.05611189453646541,0.040495090886110544,0.41917352776279987,0.02141982809155821,0.00047944159835000755,-0.09886921055747479,-0.01400451046558489,-0.179209460379567,-0.09434476028767712,0.992992992992993,0.007007007007007007,-0.10252905224909925,-0.020149707670433167,0.001,0.008,True,False,left,0.009000000000000001,True,True,True
continuous,PEV,P2,P3,1,1,-0.895505235301001,-0.944396190820311,-0.04889095551931,999,True,-0.004900828661762396,0.0439901268575476,0.899760014716285,0.024560163215162502,0.0005497319519690866,-0.05332913309149996,0.043359425872890225,-0.1411413369115102,-0.044452777947120034,0.5585585585585585,0.44144144144144143,-0.05087929675628755,0.03477173983600603,0.001,0.442,False,False,inconclusive,,True,False,False
continuous,PH,P2,P3,1,1,-0.923362924446435,-0.97960225234729,-0.05623932790085506,999,True,-0.01786353718000893,0.03837579072084613,0.6823657421457675,0.024451623563332536,0.0005473025009046207,-0.06777953041693376,0.030794082767523788,-0.14327273856923392,-0.04469912538477637,0.7687687687687688,0.23123123123123124,-0.05294782036695405,0.023329350154655412,0.001,0.232,False,False,inconclusive,,True,False,False
continuous,PPD,P2,P3,4,4,-0.6327796404110104,-0.7139332540201725,-0.08115361360916207,999,True,-0.05053839267861115,0.03061522093055092,0.3772502488674704,0.0235258515071478,0.0005265808764159578,-0.09781345675514572,-0.005676284921496339,-0.1566309422968278,-0.06449377046317842,0.982982982982983,0.01701701701701702,-0.07371380033847237,-0.013121646340788228,0.001,0.018,False,False,left,,True,True,False
